gene,before_wash,plate,color,position,ratio,source
SPAC227.06,0.3947368421052631,4,red,D8_,0.011111111111111077,protein-coding
SPAC23H3.05c,0.3859649122807018,4,red,D9_,0.0,protein-coding
SPAC24B11.06c,0.47368421052631576,4,red,D10_,0.00925925925925923,protein-coding
SPAC24B11.13,0.4298245614035087,4,red,D11_,0.0,protein-coding
SPAC26H5.07c,0.5438596491228069,4,red,D12_,0.0,protein-coding
SPAC27F1.08,0.5350877192982455,4,red,E1_,0.04098360655737703,protein-coding
SPAC29B12.05c,0.01315789473684209,4,red,E2_,1.3333333333333348,protein-coding
SPAC31A2.11c,0.3815789473684211,4,red,E3_,0.045977011494252866,protein-coding
SPAC31G5.09c,0.008771929824561403,4,red,E4_,1.4999999999999984,protein-coding
SPAC3C7.03c,0.3464912280701754,4,red,E5_,0.06329113924050629,protein-coding
SPAC3C7.09,0.49561403508771934,4,red,E6_,0.008849557522123864,protein-coding
SPAC458.02c,0.4868421052631579,4,red,E7_,0.00900900900900898,protein-coding
SPAC4H3.04c,0.4912280701754386,4,red,E8_,0.008928571428571399,protein-coding
SPAC521.03,0.4912280701754386,4,red,E9_,0.0,protein-coding
SPAC56F8.05c,0.46491228070175433,4,red,E10_,0.009433962264150914,protein-coding
SPAC589.03c,0.44298245614035087,4,red,E11_,0.00990099009900987,protein-coding
SPAC589.07c,0.5657894736842106,4,red,E12_,0.007751937984496098,protein-coding
SPAC5D6.09c,0.5526315789473684,4,red,F1_,0.03968253968253966,protein-coding
SPAC5H10.09c,0.5175438596491229,4,red,F2_,0.033898305084745756,protein-coding
SPAC5H10.13c,0.5219298245614035,4,red,F3_,0.03361344537815126,protein-coding
SPAC630.14c,0.008771929824561403,4,red,F4_,1.4999999999999984,protein-coding
SPAC637.03,0.46929824561403505,4,red,F5_,0.028037383177570065,protein-coding
SPAC644.11c,0.46491228070175433,4,red,F6_,0.01886792452830189,protein-coding
SPAC869.10c,0.4780701754385965,4,red,F7_,0.01834862385321101,protein-coding
SPAC890.05,0.3859649122807018,4,red,F8_,0.03409090909090905,protein-coding
SPAC922.05c,0.004385964912280688,4,red,F9_,1.0,protein-coding
SPAC9G1.07,0.5219298245614035,4,red,F10_,0.008403361344537789,protein-coding
SPAC9G1.08c,0.030701754385964897,4,red,F11_,0.14285714285714246,protein-coding
SPAC9G1.11c,0.5438596491228069,4,red,F12_,0.008064516129032234,protein-coding
SPAP27G11.02,0.5657894736842106,4,red,G1_,0.038759689922480585,protein-coding
SPAP27G11.14c,0.030701754385964897,4,red,G2_,0.7142857142857142,protein-coding
SPAPB1A10.05,0.4824561403508772,4,red,G3_,0.03636363636363636,protein-coding
SPAPJ696.01c,0.47368421052631576,4,red,G4_,0.037037037037037035,protein-coding
SPBC119.16c,0.456140350877193,4,red,G5_,0.03846153846153846,protein-coding
SPBC1198.14c,0.4210526315789474,4,red,G6_,0.031249999999999962,protein-coding
SPBC12C2.04,0.3947368421052631,4,red,G7_,0.044444444444444446,protein-coding
SPBC12C2.07c,0.3684210526315789,4,red,G8_,0.059523809523809486,protein-coding
SPBC14C8.17c,0.004385964912280688,4,red,G9_,2.000000000000006,protein-coding
SPBC15D4.09c,0.4780701754385965,4,red,G10_,0.009174311926605476,protein-coding
SPBC1604.07,0.004385964912280688,4,red,G11_,1.0,protein-coding
SPBC1683.08,0.5657894736842106,4,red,G12_,0.007751937984496098,protein-coding
SPBC1685.07c,0.5657894736842106,4,red,H1_,0.06201550387596898,protein-coding
SPBC16A3.14,0.5219298245614035,4,red,H2_,0.07563025210084032,protein-coding
SPBC16D10.07c,0.5307017543859649,4,red,H3_,0.049586776859504134,protein-coding
SPBC16E9.02c,0.4912280701754386,4,red,H4_,0.062499999999999965,protein-coding
SPBC16E9.07,0.5307017543859649,4,red,H5_,0.04132231404958675,protein-coding
SPBC1773.04,0.5438596491228069,4,red,H6_,0.03225806451612904,protein-coding
SPBC1773.08c,0.5570175438596492,4,red,H7_,0.03149606299212598,protein-coding
SPBC18H10.20c,0.5350877192982455,4,red,H8_,0.03278688524590164,protein-coding
SPBC19C7.08c,0.5701754385964912,4,red,H9_,0.02307692307692305,protein-coding
SPBC19C7.12c,0.5482456140350878,4,red,H10_,0.015999999999999997,protein-coding
SPBC20F10.07,0.5263157894736843,4,red,H11_,0.016666666666666663,protein-coding
SPBC25B2.06c,0.5964912280701755,4,red,H12_,0.014705882352941175,protein-coding
SPBC25B2.07c,0.5659574468085107,4,blue,A1_,0.02994775073276408,protein-coding
SPBC25H2.03,0.5574468085106383,4,blue,A2_,0.022803726225902432,protein-coding
SPBC29A10.03c,0.548936170212766,4,blue,A3_,0.030876363158586224,protein-coding
SPBC29A10.06c,0.548936170212766,4,blue,A4_,0.02315727236893968,protein-coding
SPBC29A3.02c,0.012765957446808501,4,blue,A5_,0.995762711864407,protein-coding
SPBC2G2.09c,0.5531914893617021,4,blue,A6_,0.02297913950456322,protein-coding
SPBC31A8.01c,0.5446808510638298,4,blue,A7_,0.023338188559322022,protein-coding
SPBC31F10.10c,0.5191489361702127,4,blue,A8_,0.07345790497360374,protein-coding
SPBC32F12.11,0.5148936170212766,4,blue,A9_,0.024688331699117515,protein-coding
SPBC354.07c,0.5319148936170213,4,blue,A10_,0.02389830508474575,protein-coding
SPBC359.05,0.5659574468085107,4,blue,A11_,0.02994775073276408,protein-coding
SPBC3B8.07c,0.012765957446808501,4,blue,A12_,1.991525423728814,protein-coding
SPBC3B9.15c,0.5276595744680851,4,blue,B1_,0.032121377802077605,protein-coding
empty,0.012765957446808501,4,blue,B2_,0.995762711864407,protein-coding
SPBC660.06,0.44680851063829785,4,blue,B3_,0.018966908797417286,protein-coding
SPBC776.16,0.41276595744680855,4,blue,B4_,0.020531189935348602,protein-coding
SPBC800.05c,0.46382978723404256,4,blue,B5_,0.018270875447053348,protein-coding
SPBC887.17,0.4255319148936171,4,blue,B6_,0.029872881355932183,protein-coding
SPBC8D2.12c,0.37446808510638296,4,blue,B7_,0.02263097072419108,protein-coding
SPBC902.06,0.451063829787234,4,blue,B8_,0.01878797569555486,protein-coding
SPBC947.01,0.43404255319148943,4,blue,B9_,0.009762379528082392,protein-coding
SPBC947.09,0.4553191489361702,4,blue,B10_,0.009306193568826207,protein-coding
SPBP23A10.16,0.4723404255319149,4,blue,B11_,0.017941670484043375,protein-coding
SPBP35G2.13c,0.5617021276595745,4,blue,B12_,0.02263097072419105,protein-coding
SPBP4G3.03,0.5446808510638298,4,blue,C1_,0.023338188559322022,protein-coding
SPBP4H10.09,0.5148936170212766,4,blue,C2_,0.024688331699117515,protein-coding
SPCC1020.08,0.46808510638297873,4,blue,C3_,0.0090523882896764,protein-coding
SPCC1223.12c,0.44680851063829785,4,blue,C4_,0.04741727199354318,protein-coding
SPCC1442.01,0.004255319148936149,4,blue,C5_,0.9957627118644092,protein-coding
SPCC1753.03c,0.4723404255319149,4,blue,C6_,0.0,protein-coding
SPCC24B10.11c,0.3148936170212766,4,blue,C7_,0.026912505726065062,protein-coding
SPCC285.13c,0.37872340425531914,4,blue,C8_,0.07831841553989717,protein-coding
SPCC306.05c,0.46808510638297873,4,blue,C9_,0.0090523882896764,protein-coding
SPCC31H12.04c,0.4255319148936171,4,blue,C10_,0.00995762711864404,protein-coding
SPCC364.06,0.28936170212765955,4,blue,C11_,0.014643569292123591,protein-coding
SPCC417.05c,0.5446808510638298,4,blue,C12_,0.015558792372881365,protein-coding
SPCC4F11.04c,0.5148936170212766,4,blue,D1_,0.032917775598823334,protein-coding
SPCC548.05c,0.22127659574468087,4,blue,D2_,0.05744784876140805,protein-coding
SPCC553.04,0.008510638297872325,4,blue,D3_,0.49788135593220295,protein-coding
SPCC576.13,0.4936170212765958,4,blue,D4_,0.0,protein-coding
SPCC594.02c,0.3659574468085106,4,blue,D5_,0.0,protein-coding
SPCC594.04c,0.4765957446808511,4,blue,D6_,0.008890738498789323,protein-coding
SPCC645.11c,0.05106382978723403,4,blue,D7_,0.16596045197740125,protein-coding
SPCC663.06c,0.46808510638297873,4,blue,D8_,0.0,protein-coding
SPCC663.10,0.49787234042553197,4,blue,D9_,0.0,protein-coding
SPCC70.04c,0.0,4,blue,D10_,inf,protein-coding
SPCC736.04c,0.42978723404255326,4,blue,D11_,0.009859036751132713,protein-coding
SPCC736.13,0.5276595744680851,4,blue,D12_,0.00803034445051939,protein-coding
SPCC757.09c,0.017021276595744678,4,blue,E1_,0.7468220338983048,protein-coding
SPCC757.11c,0.5276595744680851,4,blue,E2_,0.01606068890103883,protein-coding
SPCC777.12c,0.5191489361702127,4,blue,E3_,0.00816198944151151,protein-coding
SPCC794.12c,0.008510638297872325,4,blue,E4_,0.49788135593220295,protein-coding
SPCP1E11.04c,0.03829787234042553,4,blue,E5_,0.11064030131826713,protein-coding
SPAC1002.06c,0.4936170212765958,4,blue,E6_,0.0,protein-coding
SPAC1002.07c,0.44680851063829785,4,blue,E7_,0.0,protein-coding
SPAC1071.09c,0.46382978723404256,4,blue,E8_,0.0,protein-coding
SPAC1142.05,0.46382978723404256,4,blue,E9_,0.0,protein-coding
SPAC1142.07c,0.4212765957446809,4,blue,E10_,0.0,protein-coding
SPAC11D3.05,0.46382978723404256,4,blue,E11_,0.0,protein-coding
SPAC11E3.13c,0.5361702127659574,4,blue,E12_,0.007902878665590508,protein-coding
SPAC13G6.08,0.5617021276595745,4,blue,F1_,0.02263097072419105,protein-coding
SPAC1565.04c,0.012765957446808501,4,blue,F2_,0.6638418079096055,protein-coding
SPAC15A10.07,0.5148936170212766,4,blue,F3_,0.016458887799411695,protein-coding
SPAC15E1.02c,0.48510638297872344,4,blue,F4_,0.017469521260779077,protein-coding
SPAC17A5.07c,0.46808510638297873,4,blue,F5_,0.0090523882896764,protein-coding
SPAC17A5.10,0.46382978723404256,4,blue,F6_,0.009135437723526643,protein-coding
SPAC1834.09,0.451063829787234,4,blue,F7_,0.009393987847777398,protein-coding
SPAC1952.12c,0.43404255319148943,4,blue,F8_,0.009762379528082392,protein-coding
SPAC19D5.02c,0.4042553191489362,4,blue,F9_,0.0,protein-coding
SPAC1B1.04c,0.31063829787234043,4,blue,F10_,0.0,protein-coding
SPAC1F5.08c,0.46382978723404256,4,blue,F11_,0.009135437723526643,protein-coding
SPAC20H4.06c,0.548936170212766,4,blue,F12_,0.0,protein-coding
SPAC22A12.11,0.5574468085106383,4,blue,G1_,0.030404968301203227,protein-coding
SPAC22F8.02c,0.37446808510638296,4,blue,G2_,0.03394645608628658,protein-coding
SPAC22F8.05,0.5404255319148936,4,blue,G3_,0.015681302549045786,protein-coding
SPAC23D3.04c,0.021276595744680854,4,blue,G4_,0.5974576271186437,protein-coding
SPAC23D3.11,0.5361702127659574,4,blue,G5_,0.01580575733118107,protein-coding
SPAC23H3.08c,0.4170212765957447,4,blue,G6_,0.0203216879972328,protein-coding
SPAC25B8.01,0.41276595744680855,4,blue,G7_,0.020531189935348602,protein-coding
SPAC25B8.15c,0.4553191489361702,4,blue,G8_,0.009306193568826207,protein-coding
SPAC25G10.02,0.48510638297872344,4,blue,G9_,0.008734760630389509,protein-coding
SPAC26H5.10c,0.48085106382978726,4,blue,G10_,0.008812059397030125,protein-coding
SPAC29E6.09,0.48510638297872344,4,blue,G11_,0.008734760630389509,protein-coding
SPAC2E1P5.03,0.5659574468085107,4,blue,G12_,0.007486937683191008,protein-coding
SPAC3G9.07c,0.48085106382978726,4,blue,H1_,0.2203014849257537,protein-coding
SPAC4A8.09c,0.5617021276595745,4,blue,H2_,0.0452619414483821,protein-coding
SPAC4F10.06,0.012765957446808501,4,blue,H3_,1.3276836158192087,protein-coding
SPAC4G8.10,0.5617021276595745,4,blue,H4_,0.03017462763225472,protein-coding
SPAC4G8.11c,0.012765957446808501,4,blue,H5_,1.3276836158192087,protein-coding
SPAC4H3.14c,0.574468085106383,4,blue,H6_,0.022128060263653472,protein-coding
SPAC5D6.07c,0.5319148936170213,4,blue,H7_,0.02389830508474575,protein-coding
SPAC5H10.05c,0.5234042553191489,4,blue,H8_,0.01619126360755134,protein-coding
SPAC6B12.12,0.22978723404255316,4,blue,H9_,0.14752040175768988,protein-coding
SPAC6C3.06c,0.5531914893617021,4,blue,H10_,0.015319426336375497,protein-coding
SPAC6F6.02c,0.5659574468085107,4,blue,H11_,0.007486937683191008,protein-coding
SPAC6F6.11c,0.0,4,blue,H12_,inf,protein-coding
SPAC869.06c,0.5927601809954751,4,yellow,A1_,0.00736691223040765,protein-coding
SPAP32A8.02,0.5429864253393665,4,yellow,A2_,0.00804221251819502,protein-coding
SPAPB24D3.02c,0.5746606334841629,4,yellow,A3_,0.0075989409620740335,protein-coding
SPAPB24D3.08c,0.5520361990950226,4,yellow,A4_,0.015820745937432875,protein-coding
SPBC1198.01,0.5565610859728507,4,yellow,A5_,0.02353818298008303,protein-coding
SPBC1271.12,0.5610859728506787,4,yellow,A6_,0.015565572615861376,protein-coding
SPBC1683.07,0.5610859728506787,4,yellow,A7_,0.02334835892379204,protein-coding
SPBC16C6.03c,0.47058823529411764,4,yellow,A8_,0.1670305676855895,protein-coding
SPBC16C6.09,0.5701357466063348,4,yellow,A9_,0.03829625008664309,protein-coding
SPBC1709.11c,0.5520361990950226,4,yellow,A10_,0.015820745937432875,protein-coding
SPBC1773.17c,0.5882352941176471,4,yellow,A11_,0.02969432314410478,protein-coding
SPBC1861.02,0.01357466063348417,4,yellow,A12_,1.2867540029112063,protein-coding
SPBC1861.06c,0.5656108597285068,4,yellow,B1_,0.0,protein-coding
SPBC19C2.04c,0.5429864253393665,4,yellow,B2_,0.0,protein-coding
SPBC20F10.10,0.5067873303167421,4,yellow,B4_,0.008616656269494663,protein-coding
SPBC215.11c,0.43891402714932126,4,yellow,B5_,0.01989825777697743,protein-coding
SPBC21B10.07,0.36651583710407243,4,yellow,B6_,0.02382877783168902,protein-coding
SPBC23E6.10c,0.4072398190045249,4,yellow,B7_,0.02144590004852012,protein-coding
SPBC28F2.02,0.4886877828054298,4,yellow,B8_,0.017871583373766767,protein-coding
SPBC28F2.05c,0.5067873303167421,4,yellow,B9_,0.01723331253898938,protein-coding
SPBC2G5.02c,0.4751131221719457,4,yellow,B10_,0.018382200041588675,protein-coding
SPBC31F10.03,0.5520361990950226,4,yellow,B11_,0.015820745937432875,protein-coding
SPBC336.10c,0.5972850678733032,4,yellow,B12_,0.021933306867804644,protein-coding
SPBC36.06c,0.5656108597285068,4,yellow,C1_,0.0,protein-coding
SPBC365.16,0.01809954751131221,4,yellow,C2_,0.0,protein-coding
SPBC3B9.13c,0.01809954751131221,4,yellow,C3_,0.4825327510917029,protein-coding
SPBC3D6.04c,0.3981900452488688,4,yellow,C4_,0.010966653433902298,protein-coding
SPBC3D6.06c,0.4570135746606334,4,yellow,C5_,0.009555103982013886,protein-coding
SPBC609.04,0.4886877828054298,4,yellow,C6_,0.008935791686883356,protein-coding
SPBC660.17c,0.5158371040723981,4,yellow,C7_,0.008465486861257915,protein-coding
SPBC685.04c,0.49321266968325794,4,yellow,C8_,0.008853811946636717,protein-coding
SPBC839.13c,0.03167420814479638,4,yellow,C9_,0.2757330006238301,protein-coding
SPBC887.15c,0.01357466063348417,4,yellow,C10_,0.6433770014556032,protein-coding
SPBC947.05c,0.5248868778280543,4,yellow,C11_,0.016639060382472506,protein-coding
SPBC947.15c,0.4886877828054298,4,yellow,C12_,0.035743166747533535,protein-coding
SPBCPT2R1.01c,0.5746606334841629,4,yellow,D1_,0.0075989409620740335,protein-coding
SPBP23A10.14c,0.5475113122171945,4,yellow,D2_,0.0,protein-coding
SPBP4H10.18c,0.47058823529411764,4,yellow,D3_,0.009279475982532714,protein-coding
SPCC1020.05,0.502262443438914,4,yellow,D4_,0.008694283803454075,protein-coding
SPCC1259.08,0.48416289592760176,4,yellow,D5_,0.01803860751744683,protein-coding
SPCC1259.14c,0.25791855203619907,4,yellow,D6_,0.11851681605761125,protein-coding
SPCC126.13c,0.5384615384615384,4,yellow,D7_,0.008109794135994977,protein-coding
SPCC1442.07c,0.5067873303167421,4,yellow,D8_,0.008616656269494663,protein-coding
SPCC1442.11c,0.5656108597285068,4,yellow,D9_,0.007720524017467218,protein-coding
SPCC1494.08c,0.502262443438914,4,yellow,D10_,0.017388567606908205,protein-coding
SPCC14G10.03c,0.01357466063348417,4,yellow,D11_,0.6433770014556032,protein-coding
SPCC162.03,0.5791855203619909,4,yellow,D12_,0.015079148471615709,protein-coding
SPCC162.12,0.15837104072398192,4,yellow,E1_,0.05514660012476601,protein-coding
SPCC1840.09,0.1493212669683258,4,yellow,E2_,0.08773322747121858,protein-coding
SPCC24B10.10c,0.4751131221719457,4,yellow,E3_,0.009191100020794308,protein-coding
SPCC297.04c,0.4660633484162896,4,yellow,E4_,0.028108703947089444,protein-coding
SPCC306.07c,0.5520361990950226,4,yellow,E5_,0.015820745937432875,protein-coding
SPCC330.03c,0.05429864253393665,4,yellow,E6_,0.24126637554585106,protein-coding
SPCC338.08,0.022624434389140274,4,yellow,E7_,0.3860262008733621,protein-coding
SPCC364.01,0.5475113122171945,4,yellow,E8_,0.01595149590385794,protein-coding
SPCC4G3.02,0.01357466063348417,4,yellow,E9_,0.6433770014556032,protein-coding
SPCC576.17c,0.5339366515837104,4,yellow,E10_,0.016357042409888226,protein-coding
SPCC613.03,0.502262443438914,4,yellow,E11_,0.017388567606908205,protein-coding
SPCC736.09c,0.5610859728506787,4,yellow,E12_,0.02334835892379204,protein-coding
SPCC737.05,0.5837104072398189,4,yellow,F1_,0.014962255847804735,protein-coding
SPCC777.08c,0.49321266968325794,4,yellow,F2_,0.017707623893273492,protein-coding
SPCC965.08c,0.502262443438914,4,yellow,F3_,0.017388567606908205,protein-coding
SPCC965.13,0.5203619909502262,4,yellow,F4_,0.016783747864059225,protein-coding
SPCC970.05,0.036199095022624445,4,yellow,F5_,0.4825327510917025,protein-coding
SPCP31B10.05,0.09502262443438914,4,yellow,F6_,0.1378665003119149,protein-coding
SPAC1142.06,0.5384615384615384,4,yellow,F7_,0.024329382407984983,protein-coding
SPAC14C4.01c,0.5067873303167421,4,yellow,F8_,0.025849968808484045,protein-coding
SPAC16C9.01c,0.5090497737556561,4,yellow,F9_,0.017156720038816096,protein-coding
SPAC16E8.05c,0.01809954751131221,4,yellow,F10_,0.7237991266375535,protein-coding
SPAC17A5.09c,0.5429864253393665,4,yellow,F11_,0.02412663755458511,protein-coding
SPAC17G6.17,0.5927601809954751,4,yellow,F12_,0.029467648921630694,protein-coding
SPAC17G8.10c,0.5656108597285068,4,yellow,G1_,0.023161572052401703,protein-coding
SPAC1834.10c,0.4886877828054298,4,yellow,G2_,0.07148633349506713,protein-coding
SPAC186.08c,0.5610859728506787,4,yellow,G3_,0.02334835892379204,protein-coding
SPAC18G6.04c,0.5067873303167421,4,yellow,G4_,0.04308328134747348,protein-coding
SPAC1952.10c,0.5565610859728507,4,yellow,G5_,0.02353818298008303,protein-coding
SPAC19G12.09,0.5339366515837104,4,yellow,G6_,0.03271408481977645,protein-coding
SPAC20G8.07c,0.5475113122171945,4,yellow,G7_,0.03190299180771588,protein-coding
SPAC222.12c,0.022624434389140274,4,yellow,G8_,0.7720524017467242,protein-coding
SPAC227.04,0.5972850678733032,4,yellow,G9_,0.02924440915707289,protein-coding
SPAC22F3.13,0.5384615384615384,4,yellow,G10_,0.032439176543980014,protein-coding
SPAC22G7.07c,0.5746606334841629,4,yellow,G11_,0.03799470481037032,protein-coding
SPAC22H12.05c,0.02714932126696834,4,yellow,G12_,0.8042212518195045,protein-coding
SPAC23G3.10c,0.6153846153846153,4,yellow,H1_,0.05676855895196507,protein-coding
SPAC24C9.12c,0.19457013574660634,4,yellow,H2_,0.15710368640194977,protein-coding
SPAC26A3.07c,0.01809954751131221,4,yellow,H3_,0.9650655021834058,protein-coding
SPAC26H5.09c,0.22624434389140272,4,yellow,H4_,0.07720524017467242,protein-coding
SPAC29A4.09,0.5791855203619909,4,yellow,H5_,0.09801446506550218,protein-coding
SPAC31G5.11,0.5972850678733032,4,yellow,H6_,0.036555511446341137,protein-coding
SPAC323.01c,0.0995475113122172,4,yellow,H7_,0.21933306867804678,protein-coding
SPAC4A8.02c,0.6153846153846153,4,yellow,H8_,0.04257641921397377,protein-coding
SPAC4C5.02c,0.02714932126696834,4,yellow,H9_,0.8042212518195045,protein-coding
SPAC4F8.15,0.5791855203619909,4,yellow,H10_,0.0376978711790393,protein-coding
SPAC4G9.13c,0.6108597285067873,4,yellow,H11_,0.05004043344654697,protein-coding
SPAC5D6.02c,0.6063348416289592,4,yellow,H12_,0.10082773903408718,protein-coding
SPAC6B12.09,0.543859649122807,4,green,A1_,0.024193548387096746,protein-coding
SPAC732.02c,0.5307017543859649,4,green,A2_,0.01652892561983471,protein-coding
SPAC806.04c,0.5526315789473685,4,green,A3_,0.02380952380952378,protein-coding
SPAC8F11.10c,0.49122807017543857,4,green,A4_,0.06249999999999997,protein-coding
SPAC9E9.09c,0.0394736842105263,4,green,A5_,0.4444444444444446,protein-coding
SPACUNK4.09,0.5701754385964912,4,green,A6_,0.015384615384615384,protein-coding
SPAPB1A10.14,0.5701754385964912,4,green,A7_,0.015384615384615384,protein-coding
SPBC1271.06c,0.543859649122807,4,green,A8_,0.016129032258064516,protein-coding
SPBC1271.08c,0.5307017543859649,4,green,A9_,0.01652892561983471,protein-coding
SPBC13E7.06,0.5394736842105263,4,green,A10_,0.016260162601626015,protein-coding
SPBC16G5.13,0.543859649122807,4,green,A11_,0.016129032258064516,protein-coding
SPBC16H5.06,0.5964912280701755,4,green,A12_,0.014705882352941175,protein-coding
SPBC1709.04c,0.5219298245614036,4,green,B1_,0.025210084033613415,protein-coding
SPBC18E5.08,0.42105263157894735,4,green,B2_,0.0520833333333333,protein-coding
SPBC20F10.02c,0.4736842105263158,4,green,B3_,0.018518518518518517,protein-coding
empty,0.004385964912280688,4,green,B4_,2.000000000000006,protein-coding
SPBC215.10,0.5131578947368421,4,green,B5_,0.017094017094017092,protein-coding
SPBC23E6.01c,0.32894736842105265,4,green,B6_,0.05333333333333333,protein-coding
SPBC29A10.01,0.4078947368421053,4,green,B7_,0.06451612903225805,protein-coding
SPBC29A10.05,0.3771929824561404,4,green,B8_,0.02325581395348837,protein-coding
SPBC29A10.11c,0.41666666666666674,4,green,B9_,0.01052631578947365,protein-coding
SPBC2A9.07c,0.4736842105263158,4,green,B10_,0.018518518518518517,protein-coding
SPBC2G5.06c,0.017543859649122806,4,green,B11_,0.7499999999999992,protein-coding
SPBC32F12.03c,0.5,4,green,B12_,0.008771929824561375,protein-coding
SPBC342.01c,0.5087719298245614,4,green,C1_,0.017241379310344827,protein-coding
SPBC354.12,0.412280701754386,4,green,C2_,0.021276595744680847,protein-coding
SPBC359.04c,0.4714912280701755,4,green,C3_,0.018604651162790694,protein-coding
SPBC3B9.04,0.4956140350877193,4,green,C4_,0.008849557522123866,protein-coding
SPBC3H7.11,0.0,4,green,C5_,inf,protein-coding
SPBC685.03,0.5219298245614036,4,green,C6_,0.008403361344537787,protein-coding
SPBC8E4.02c,0.0,4,green,C7_,inf,protein-coding
SPBC8E4.05c,0.0,4,green,C8_,inf,protein-coding
SPBPB10D8.02c,0.47807017543859653,4,green,C9_,0.009174311926605474,protein-coding
SPBPB10D8.05c,0.48245614035087725,4,green,C10_,0.009090909090909061,protein-coding
SPCC1020.06c,0.004385964912280688,4,green,C11_,2.000000000000006,protein-coding
SPCC1235.13,0.5701754385964912,4,green,C12_,0.007692307692307668,protein-coding
SPCC1281.07c,0.5219298245614036,4,green,D1_,0.016806722689075626,protein-coding
SPCC1450.03,0.004385964912280688,4,green,D2_,2.000000000000006,protein-coding
SPCC1620.04c,0.5,4,green,D3_,0.017543859649122806,protein-coding
SPCC1682.14,0.02631578947368421,4,green,D4_,0.3333333333333333,protein-coding
SPCC1739.06c,0.4078947368421053,4,green,D5_,0.010752688172042975,protein-coding
SPCC191.09c,0.5,4,green,D6_,0.0,protein-coding
SPCC2H8.05c,0.36403508771929827,4,green,D7_,0.03614457831325297,protein-coding
SPCC31H12.06,0.4692982456140351,4,green,D8_,0.009345794392523334,protein-coding
SPCC550.08,0.4342105263157895,4,green,D9_,0.010101010101010069,protein-coding
SPCC584.16c,0.44736842105263164,4,green,D10_,0.019607843137254898,protein-coding
SPCC613.10,0.38157894736842113,4,green,D11_,0.0689655172413793,protein-coding
SPCC622.08c,0.5307017543859649,4,green,D12_,0.00826446280991733,protein-coding
SPCC70.10,0.5394736842105263,4,green,E1_,0.016260162601626015,protein-coding
SPCC737.06c,0.45614035087719296,4,green,E2_,0.019230769230769232,protein-coding
SPCC777.06c,0.4605263157894737,4,green,E3_,0.019047619047619046,protein-coding
SPCC825.05c,0.02631578947368421,4,green,E4_,0.49999999999999944,protein-coding
SPAC1002.02,0.5,4,green,E5_,0.008771929824561375,protein-coding
SPAC1002.12c,0.4956140350877193,4,green,E6_,0.008849557522123866,protein-coding
SPAC1002.17c,0.45175438596491235,4,green,E7_,0.009708737864077638,protein-coding
SPAC1002.18,0.4385964912280702,4,green,E8_,0.019999999999999997,protein-coding
SPAC1039.02,0.4429824561403509,4,green,E9_,0.009900990099009868,protein-coding
SPAC11D3.03c,0.4649122807017544,4,green,E10_,0.009433962264150914,protein-coding
SPAC11G7.04,0.3070175438596491,4,green,E11_,0.17142857142857146,protein-coding
SPAC12B10.11,0.5745614035087719,4,green,E12_,0.007633587786259517,protein-coding
SPAC144.04c,0.27192982456140347,4,green,F1_,0.06451612903225808,protein-coding
SPAC14C4.06c,0.42543859649122806,4,green,F2_,0.020618556701030927,protein-coding
SPAC17A5.02c,0.41666666666666674,4,green,F3_,0.03157894736842101,protein-coding
SPAC17G8.11c,0.4736842105263158,4,green,F4_,0.018518518518518517,protein-coding
SPAC1952.05,0.35964912280701755,4,green,F5_,0.024390243902439022,protein-coding
SPAC1A6.08c,0.0394736842105263,4,green,F6_,0.3333333333333331,protein-coding
SPAC20H4.11c,0.45175438596491235,4,green,F7_,0.019417475728155335,protein-coding
SPAC21E11.03c,0.4035087719298246,4,green,F8_,0.010869565217391268,protein-coding
SPAC23C4.07,0.4429824561403509,4,green,F9_,0.009900990099009868,protein-coding
SPAC29A4.18,0.4692982456140351,4,green,F10_,0.009345794392523334,protein-coding
SPAC31A2.09c,0.5131578947368421,4,green,F11_,0.017094017094017092,protein-coding
SPAC328.03,0.01315789473684209,4,green,F12_,0.33333333333333265,protein-coding
SPAC3H8.08c,0.5657894736842105,4,green,G1_,0.10077519379844958,protein-coding
SPAC4F10.17,0.4429824561403509,4,green,G2_,0.029702970297029667,protein-coding
SPAC4F8.01,0.3114035087719298,4,green,G3_,0.09859154929577461,protein-coding
SPAC4F8.03,0.17982456140350875,4,green,G4_,0.14634146341463417,protein-coding
SPAC4G9.11c,0.4429824561403509,4,green,G5_,0.0198019801980198,protein-coding
SPAC57A7.07c,0.45614035087719296,4,green,G6_,0.019230769230769232,protein-coding
SPAC5H10.01,0.42543859649122806,4,green,G7_,0.030927835051546358,protein-coding
SPAC5H10.12c,0.44736842105263164,4,green,G8_,0.019607843137254898,protein-coding
SPAC630.04c,0.4692982456140351,4,green,G9_,0.028037383177570062,protein-coding
SPAC664.12c,0.5175438596491229,4,green,G10_,0.025423728813559292,protein-coding
SPAC6G10.08,0.02631578947368421,4,green,G11_,0.3333333333333333,protein-coding
SPAC806.07,0.6052631578947368,4,green,G12_,0.021739130434782584,protein-coding
SPAC823.05c,0.5570175438596492,4,green,H1_,0.1259842519685039,protein-coding
SPAC922.04,0.5614035087719298,4,green,H2_,0.046875,protein-coding
SPAC977.05c,0.5570175438596492,4,green,H3_,0.04724409448818897,protein-coding
SPAPB8E5.06c,0.5307017543859649,4,green,H4_,0.049586776859504134,protein-coding
