gene,before_wash,plate,color,position,ratio,source
SPAC1071.07c,0.42672413793103453,6,red,F11_,0.010101010101010055,protein-coding
SPAC13F5.07c,0.0043103448275862155,6,red,F12_,0.0,protein-coding
SPAC4F10.11,0.09051724137931036,6,red,G1_,0.0476190476190474,protein-coding
SPBC119.14,0.46120689655172414,6,red,G2_,0.0,protein-coding
SPBC1685.06,0.42241379310344823,6,red,G3_,0.0,protein-coding
SPBC16E9.09c,0.4396551724137931,6,red,G4_,0.009803921568627407,protein-coding
SPBC1718.03,0.46551724137931033,6,red,G5_,0.009259259259259219,protein-coding
SPBC2D10.05,0.5301724137931034,6,red,G6_,0.0,protein-coding
SPBC3H7.06c,0.5431034482758621,6,red,G7_,0.0,protein-coding
SPCC622.19,0.017241379310344834,6,red,G8_,0.2499999999999988,protein-coding
SPAC664.03,0.4827586206896552,6,red,G9_,0.0,protein-coding
SPAC17A2.11,0.5172413793103448,6,red,G10_,0.0,protein-coding
SPBC1778.02,0.5560344827586208,6,red,G11_,0.0,protein-coding
SPBC557.05,0.5905172413793103,6,red,H1_,0.007299270072992669,protein-coding
SPCC18B5.06,0.5043103448275863,6,red,H2_,0.008547008547008508,protein-coding
SPAC12B10.04,0.5560344827586208,6,red,H3_,0.007751937984496088,protein-coding
SPAC140.03,0.39439655172413796,6,red,H4_,0.021857923497267732,protein-coding
SPAC19G12.08,0.5474137931034482,6,red,H5_,0.015748031496062975,protein-coding
SPAC27D7.12c,0.5344827586206897,6,red,H6_,0.008064516129032221,protein-coding
SPAC4F10.08,0.5344827586206897,6,red,H7_,0.008064516129032221,protein-coding
SPBC1711.08,0.5603448275862069,6,red,H8_,0.030769230769230785,protein-coding
SPBC83.11,0.5689655172413792,6,red,H9_,0.007575757575757543,protein-coding
SPBC8D2.03c,0.0043103448275862155,6,red,H10_,0.9999999999999936,protein-coding
SPCC1259.10,0.5905172413793103,6,red,H11_,0.0,protein-coding
SPCC1393.13,0.08620689655172414,6,red,H12_,0.0,protein-coding
SPCC622.14,0.5982532751091704,6,blue,A1_,0.05131899090792672,protein-coding
SPCP1E11.03,0.5589519650655022,6,blue,A2_,0.04708059210526316,protein-coding
SPAC13C5.02,0.554585152838428,6,blue,A3_,0.10281116176267435,protein-coding
SPAC458.06,0.5633187772925764,6,blue,A4_,0.0311437508499932,protein-coding
SPAC4H3.01,0.537117903930131,6,blue,A5_,0.04082869776066179,protein-coding
SPAC5D6.10c,0.5851528384279476,6,blue,A6_,0.029981670594396437,protein-coding
SPBC17G9.10,0.01310043668122271,6,blue,A7_,1.3391812865497073,protein-coding
SPAC6G10.06,0.5720524017467249,6,blue,A8_,0.023001205303334646,protein-coding
SPBC1289.11,0.5458515283842795,6,blue,A9_,0.016070175438596488,protein-coding
SPAC3H8.10,0.5764192139737991,6,blue,A10_,0.015217969165337585,protein-coding
SPBC36.04,0.5065502183406114,6,blue,A11_,0.03463399879007864,protein-coding
SPBC30B4.08,0.5895196506550219,6,blue,A12_,0.022319688109161767,protein-coding
SPAC26F1.12c,0.537117903930131,6,blue,B1_,0.04082869776066179,protein-coding
SPBC1711.04,0.3231441048034934,6,blue,B2_,0.162873399715505,protein-coding
SPCC188.12,0.4759825327510917,6,blue,B3_,0.04607275068404954,protein-coding
SPCC1906.04,0.4279475982532751,6,blue,B4_,0.0409953455066237,protein-coding
SPCC794.02,0.4847161572052402,6,blue,B5_,0.03619408882566777,protein-coding
SPAC3F10.09,0.01310043668122271,6,blue,B6_,1.3391812865497073,protein-coding
SPBC56F2.10c,0.4847161572052402,6,blue,B7_,0.0271455666192508,protein-coding
SPCC1183.06,0.4672489082969432,6,blue,B8_,0.03754713887522545,protein-coding
SPCC285.17,0.4934497816593887,6,blue,B9_,0.017776742741810275,protein-coding
empty,0.004366812227074218,6,blue,B10_,1.0043859649122815,protein-coding
SPAC17A2.01,0.5021834061135372,6,blue,B11_,0.017467581998474445,protein-coding
SPAPB1A10.15,0.5589519650655022,6,blue,B12_,0.007846765350877168,protein-coding
SPBC2F12.15c,0.5502183406113538,6,blue,C1_,0.03985658590921746,protein-coding
SPCC1259.07,0.18340611353711792,6,blue,C2_,0.11956975772765238,protein-coding
SPBC25H2.10c,0.48908296943231444,6,blue,C3_,0.035870927318295734,protein-coding
SPBC428.04,0.49781659388646293,6,blue,C4_,0.03524161280393967,protein-coding
SPAC4F10.04,0.01310043668122271,6,blue,C5_,1.0043859649122793,protein-coding
SPAC9.11,0.537117903930131,6,blue,C6_,0.016331479104264725,protein-coding
SPBC577.11,0.008733624454148464,6,blue,C7_,1.0043859649122815,protein-coding
SPBC713.05,0.5152838427947598,6,blue,C8_,0.01702349093071662,protein-coding
SPCC1494.01,0.004366812227074218,6,blue,C9_,1.0043859649122815,protein-coding
SPAC17C9.05c,0.49781659388646293,6,blue,C10_,0.017620806401969835,protein-coding
SPCC338.10c,0.004366812227074218,6,blue,C11_,1.0043859649122815,protein-coding
SPCC553.12c,0.554585152838428,6,blue,C12_,0.0,protein-coding
SPCP31B10.04,0.5414847161572053,6,blue,D1_,0.04049943406904354,protein-coding
SPAC7D4.13c,0.5109170305676856,6,blue,D2_,0.03433798170640276,protein-coding
SPCC790.03,0.01746724890829693,6,blue,D3_,1.0043859649122815,protein-coding
SPAC8C9.16c,0.034934497816593885,6,blue,D4_,0.5021929824561403,protein-coding
SPBC12D12.09,0.49781659388646293,6,blue,D5_,0.026431209602954725,protein-coding
SPAC3H5.05c,0.42358078602620086,6,blue,D6_,0.051772472418158764,protein-coding
SPBC405.02c,0.5240174672489083,6,blue,D7_,0.016739766081871343,protein-coding
SPBC11C11.08,0.5109170305676856,6,blue,D8_,0.11159844054580895,protein-coding
SPCC16C4.10,0.16593886462882093,6,blue,D9_,0.0925092336103416,protein-coding
SPAC1687.21,0.4934497816593887,6,blue,D10_,0.00888837137090511,protein-coding
SPBC1778.01c,0.0,6,blue,D11_,inf,protein-coding
SPAC6F6.17,0.5589519650655022,6,blue,D12_,0.007846765350877168,protein-coding
SPBC800.02,0.5589519650655022,6,blue,E1_,0.04708059210526316,protein-coding
SPCC1235.11,0.01746724890829693,6,blue,E2_,1.255482456140351,protein-coding
SPAC12B10.13,0.5021834061135372,6,blue,E3_,0.04366895499618608,protein-coding
SPAC20G4.01,0.4672489082969432,6,blue,E4_,0.03754713887522545,protein-coding
SPBP8B7.13,0.5502183406113538,6,blue,E5_,0.023913951545530464,protein-coding
SPAC3G6.05,0.4541484716157206,6,blue,E6_,0.028972672064777293,protein-coding
SPBC13G1.12,0.5240174672489083,6,blue,E7_,0.016739766081871343,protein-coding
SPCC737.09c,0.008733624454148464,6,blue,E8_,1.0043859649122815,protein-coding
SPCC830.06,0.004366812227074218,6,blue,E9_,1.0043859649122815,protein-coding
SPBC17A3.02,0.537117903930131,6,blue,E10_,0.008165739552132336,protein-coding
SPAC1782.07,0.06113537117903928,6,blue,E11_,0.07174185463659127,protein-coding
SPCC1739.01,0.5458515283842795,6,blue,E12_,0.00803508771929822,protein-coding
SPAC3G9.03,0.5065502183406114,6,blue,F1_,0.12121899576527523,protein-coding
SPAC15E1.03,0.01746724890829693,6,blue,F2_,1.255482456140351,protein-coding
SPAC19B12.09,0.5152838427947598,6,blue,F3_,0.04255872732679153,protein-coding
SPAC821.04c,0.48034934497816595,6,blue,F4_,0.03652312599681021,protein-coding
SPCC417.03,0.021834061135371174,6,blue,F5_,0.8035087719298247,protein-coding
SPCC548.04,0.554585152838428,6,blue,F6_,0.015817101809642214,protein-coding
SPBC428.05c,0.008733624454148464,6,blue,F7_,1.0043859649122815,protein-coding
SPAC23C4.11,0.004366812227074218,6,blue,F8_,2.008771929824569,protein-coding
SPBC1289.01c,0.5502183406113538,6,blue,F9_,0.01594263436368699,protein-coding
SPBC31F10.14c,0.0,6,blue,F10_,inf,protein-coding
SPCC4G3.09c,0.48034934497816595,6,blue,F11_,0.009130781499202522,protein-coding
SPBC16E9.13,0.5458515283842795,6,blue,F12_,0.00803508771929822,protein-coding
SPAC1805.01c,0.5851528384279476,6,blue,G1_,0.059963341188792874,protein-coding
SPBC25B2.02c,0.537117903930131,6,blue,G2_,0.04082869776066179,protein-coding
SPAC23A1.06c,0.47161572052401746,6,blue,G3_,0.04649935022742037,protein-coding
SPBC530.11c,0.5065502183406114,6,blue,G4_,0.03463399879007864,protein-coding
SPCC24B10.08c,0.44978165938864634,6,blue,G5_,0.039005280190768175,protein-coding
SPBC2G2.15c,0.008733624454148464,6,blue,G6_,2.008771929824563,protein-coding
SPCC1259.13,0.537117903930131,6,blue,G7_,0.03266295820852945,protein-coding
SPCC4F11.02,0.004366812227074218,6,blue,G8_,2.008771929824569,protein-coding
SPCC1739.14,0.5240174672489083,6,blue,G9_,0.07532894736842102,protein-coding
SPAC15F9.02,0.4672489082969432,6,blue,G10_,0.018773569437612724,protein-coding
SPBC902.04,0.5152838427947598,6,blue,G11_,0.008511745465358284,protein-coding
SPBC428.12c,0.5851528384279476,6,blue,G12_,0.007495417648599085,protein-coding
SPBC16A3.18,0.06113537117903928,6,blue,H1_,0.43045112781954903,protein-coding
SPAC6G9.14,0.554585152838428,6,blue,H2_,0.13049108992954828,protein-coding
SPAC57A7.13,0.5502183406113538,6,blue,H3_,0.047827903091060976,protein-coding
SPAC17H9.04c,0.5458515283842795,6,blue,H4_,0.0401754385964912,protein-coding
SPAC1527.03,0.5633187772925764,6,blue,H5_,0.038929688562491474,protein-coding
SPBC18H10.04c,0.5414847161572053,6,blue,H6_,0.032399547255234855,protein-coding
SPAC3G6.04,0.5895196506550219,6,blue,H7_,0.029759584145549054,protein-coding
SPAC140.02,0.008733624454148464,6,blue,H8_,2.008771929824563,protein-coding
SPAC17G6.06,0.5720524017467249,6,blue,H9_,0.030668273737779563,protein-coding
SPAC1687.19c,0.5633187772925764,6,blue,H10_,0.0155718754249966,protein-coding
SPCC962.04,0.46288209606986896,6,blue,H11_,0.14213008937437932,protein-coding
SPBC405.07,0.4934497816593887,6,blue,H12_,0.5688557677379288,protein-coding
SPBC1861.09,0.6036036036036037,6,yellow,A1_,0.0,protein-coding
SPAC959.07,0.554054054054054,6,yellow,A2_,0.007916131792896903,protein-coding
SPBC776.17,0.04954954954954954,6,yellow,A3_,0.08851674641148354,protein-coding
SPAC3C7.07c,0.5855855855855856,6,yellow,A4_,0.014979757085020242,protein-coding
SPAC17G6.15c,0.07657657657657657,6,yellow,A5_,0.17182662538699708,protein-coding
SPAC343.09,0.572072072072072,6,yellow,A6_,0.023000414421881502,protein-coding
SPBC36B7.03,0.5675675675675675,6,yellow,A7_,0.015455304928989139,protein-coding
SPAC2F7.06c,0.572072072072072,6,yellow,A8_,0.023000414421881502,protein-coding
SPAC1805.04,0.5675675675675675,6,yellow,A9_,0.023182957393483732,protein-coding
SPAC328.02,0.004504504504504486,6,yellow,A10_,2.921052631578962,protein-coding
SPAPB2B4.03,0.6036036036036037,6,yellow,A11_,0.036331500392773,protein-coding
SPAC1F8.05,0.6081081081081081,6,yellow,A12_,0.036062378167641344,protein-coding
SPAC823.11,0.5225225225225225,6,yellow,B1_,0.008393829401088956,protein-coding
SPBC1734.09,0.481981981981982,6,yellow,B2_,0.0,protein-coding
SPBC13G1.02,0.5135135135135136,6,yellow,B3_,0.0,protein-coding
SPBC14F5.12c,0.37837837837837834,6,yellow,B4_,0.034774436090225604,protein-coding
SPBC649.04,0.4549549549549549,6,yellow,B5_,0.01928087545596665,protein-coding
SPAC24B11.10c,0.4189189189189189,6,yellow,B6_,0.010469722693831385,protein-coding
SPBC1734.06,0.4594594594594595,6,yellow,B7_,0.028637770897832843,protein-coding
SPAC22A12.07c,0.004504504504504486,6,yellow,B8_,1.9473684210526394,protein-coding
SPAC3C7.10,0.5225225225225225,6,yellow,B9_,0.02518148820326681,protein-coding
SPAC17C9.07,0.5315315315315314,6,yellow,B10_,0.024754683318465684,protein-coding
empty,0.004504504504504486,6,yellow,B11_,2.921052631578962,protein-coding
SPAC2F7.02c,0.5765765765765765,6,yellow,B12_,0.05324835526315792,protein-coding
SPAC23C4.03,0.545045045045045,6,yellow,C1_,0.008046976946498504,protein-coding
SPCC338.06c,0.4234234234234234,6,yellow,C2_,0.0,protein-coding
SPAC23C4.06c,0.42792792792792794,6,yellow,C3_,0.0,protein-coding
SPCC1906.02c,0.4459459459459459,6,yellow,C4_,0.029505582137161118,protein-coding
SPBC15D4.01c,0.47747747747747743,6,yellow,C6_,0.0,protein-coding
SPAC20G8.09c,0.4459459459459459,6,yellow,C7_,0.019670388091440724,protein-coding
SPBC3B8.06,0.5315315315315314,6,yellow,C8_,0.008251561106155245,protein-coding
SPBC19G7.08c,0.004504504504504486,6,yellow,C9_,1.9473684210526394,protein-coding
SPAC16C9.07,0.5090090090090089,6,yellow,C10_,0.034466697717745694,protein-coding
SPAC25G10.01,0.5045045045045045,6,yellow,C11_,0.0260808270676692,protein-coding
SPAC4F10.07c,0.5945945945945945,6,yellow,C12_,0.02212918660287084,protein-coding
SPCC4E9.01c,0.554054054054054,6,yellow,D1_,0.007916131792896903,protein-coding
SPAC12B10.05,0.45045045045045046,6,yellow,D2_,0.009736842105263188,protein-coding
SPBC17G9.08c,0.481981981981982,6,yellow,D4_,0.009099852434825409,protein-coding
SPBC14F5.09c,0.45045045045045046,6,yellow,D5_,0.048684210526315816,protein-coding
SPAPJ760.02c,0.554054054054054,6,yellow,D6_,0.015832263585793756,protein-coding
SPAC13F5.01c,0.4684684684684685,6,yellow,D7_,0.02808704453441298,protein-coding
SPAC1556.01c,0.3018018018018018,6,yellow,D8_,0.04359780047132762,protein-coding
SPBC1711.13,0.009009009009009,6,yellow,D9_,1.4605263157894766,protein-coding
SPAC23H4.01c,0.490990990990991,6,yellow,D10_,0.03573153066151617,protein-coding
SPAC2G11.03c,0.47297297297297297,6,yellow,D11_,0.0556390977443609,protein-coding
SPAC18G6.05c,0.5765765765765765,6,yellow,D12_,0.022820723684210554,protein-coding
SPAC18G6.10,0.5945945945945945,6,yellow,E1_,0.007376395534290295,protein-coding
SPBC1683.09c,0.32432432432432434,6,yellow,E2_,0.013523391812865538,protein-coding
SPBC1773.14,0.49999999999999994,6,yellow,E3_,0.008771929824561433,protein-coding
SPBC582.05c,0.481981981981982,6,yellow,E4_,0.02729955730447617,protein-coding
SPBC28E12.02,0.004504504504504486,6,yellow,E5_,1.9473684210526394,protein-coding
SPBC19C2.09,0.004504504504504486,6,yellow,E6_,1.9473684210526394,protein-coding
SPAC2E1P3.04,0.554054054054054,6,yellow,E7_,0.023748395378690657,protein-coding
SPCC1919.12c,0.5360360360360361,6,yellow,E8_,0.02454666076957101,protein-coding
SPAC22G7.01c,0.527027027027027,6,yellow,E9_,0.033288349077822764,protein-coding
SPAC607.10,0.545045045045045,6,yellow,E10_,0.04023488473249241,protein-coding
SPCC1919.15,0.02702702702702703,6,yellow,E11_,0.6491228070175438,protein-coding
SPAC644.06c,0.5990990990990992,6,yellow,E12_,0.051246537396121894,protein-coding
SPAC21E11.05c,0.004504504504504486,6,yellow,F1_,1.9473684210526394,protein-coding
SPAC1399.03,0.5360360360360361,6,yellow,F2_,0.01636444051304732,protein-coding
SPAC30D11.05,0.40090090090090086,6,yellow,F3_,0.02188054405677114,protein-coding
SPAC3A11.07,0.41441441441441446,6,yellow,F4_,0.021167048054919906,protein-coding
SPAC20G4.08,0.5585585585585586,6,yellow,F5_,0.023556876061120564,protein-coding
SPAC1B3.08,0.009009009009009,6,yellow,F6_,1.4605263157894766,protein-coding
SPAC1F5.07c,0.013513513513513514,6,yellow,F7_,0.9736842105263167,protein-coding
SPAC1952.15c,0.5225225225225225,6,yellow,F8_,0.03357531760435572,protein-coding
SPBC16A3.10,0.42117117117117114,6,yellow,F9_,0.04165493948775682,protein-coding
SPBC1539.02,0.4594594594594595,6,yellow,F10_,0.05727554179566563,protein-coding
SPBC17D1.05,0.5585585585585586,6,yellow,F11_,0.03926146010186759,protein-coding
SPBC18E5.01,0.022522522522522515,6,yellow,F12_,0.9736842105263167,protein-coding
SPCC188.07,0.5630630630630631,6,yellow,G1_,0.3661052631578947,protein-coding
SPCC550.07,0.004504504504504486,6,yellow,G2_,0.9736842105263228,protein-coding
SPAC29B12.02c,0.5180180180180181,6,yellow,G3_,0.016933638443935924,protein-coding
SPCC970.01,0.39189189189189183,6,yellow,G4_,0.06715063520871144,protein-coding
SPCC306.09c,0.5405405405405406,6,yellow,G5_,0.10548245614035089,protein-coding
SPAC6F12.02,0.013513513513513514,6,yellow,G6_,0.9736842105263167,protein-coding
SPAC16E8.06c,0.5810810810810811,6,yellow,G7_,0.030191758465932268,protein-coding
SPCC4G3.08,0.5405405405405406,6,yellow,G8_,0.06491228070175438,protein-coding
SPAC9E9.10c,0.5225225225225225,6,yellow,G9_,0.04196914700544467,protein-coding
SPAC23H3.11c,0.4954954954954955,6,yellow,G10_,0.05311004784688995,protein-coding
SPAC11D3.10,0.5225225225225225,6,yellow,G11_,0.05875680580762253,protein-coding
SPAC212.04c,0.5945945945945945,6,yellow,G12_,0.04425837320574163,protein-coding
SPAC1F8.06,0.6216216216216217,6,yellow,H1_,0.03527841342486653,protein-coding
SPAC644.07,0.23423423423423423,6,yellow,H2_,0.03744939271255061,protein-coding
SPAC922.06,0.5855855855855856,6,yellow,H3_,0.022469635627530387,protein-coding
SPBC21D10.12,0.5675675675675675,6,yellow,H4_,0.038638262322472874,protein-coding
SPBC21H7.03c,0.5810810810810811,6,yellow,H5_,0.030191758465932268,protein-coding
SPBC21C3.15c,0.617117117117117,6,yellow,H6_,0.02842873607376105,protein-coding
SPBC25D12.02c,0.018018018018018,6,yellow,H7_,1.2171052631578967,protein-coding
SPBC582.04c,0.022522522522522515,6,yellow,H8_,1.1684210526315792,protein-coding
SPBC530.09c,0.6036036036036037,6,yellow,H9_,0.043597800471327566,protein-coding
SPBC6B1.08c,0.572072072072072,6,yellow,H10_,0.061334438458350606,protein-coding
SPCC1739.08c,0.5855855855855856,6,yellow,H11_,0.05242914979757087,protein-coding
SPAC1A6.10,0.6261261261261262,6,yellow,H12_,0.04903445664521017,protein-coding
SPAC23H4.12,0.5418502202643172,6,green,A1_,0.0,protein-coding
SPAC25B8.13c,0.5330396475770925,6,green,A2_,0.0,protein-coding
SPCC645.08c,0.5286343612334802,6,green,A3_,0.0,protein-coding
SPAC23H4.09,0.5418502202643172,6,green,A4_,0.00795486403139895,protein-coding
SPAC1F7.12,0.5242290748898678,6,green,A5_,0.008222254419009,protein-coding
SPAC5D6.13,0.45374449339207046,6,green,A6_,0.018998995647807142,protein-coding
SPBC18H10.19,0.5198237885462555,6,green,A7_,0.00829193454120399,protein-coding
SPBC2D10.11c,0.5198237885462555,6,green,A8_,0.033167738164815906,protein-coding
SPBC83.03c,0.4757709251101322,6,green,A9_,0.06341794380587484,protein-coding
SPBC1105.01,0.5330396475770925,6,green,A10_,0.03234539754915931,protein-coding
SPAC22G7.03,0.5286343612334802,6,green,A11_,0.02446120689655172,protein-coding
SPAC1F3.07c,0.5682819383259912,6,green,A12_,0.02275461106655974,protein-coding
SPBC725.11c,0.49339207048458145,6,green,B1_,0.008736145320197062,protein-coding
SPAC57A10.10c,0.4757709251101322,6,green,B2_,0.0,protein-coding
SPBC577.15c,0.061674008810572695,6,green,B3_,0.0,protein-coding
SPAC22E12.06c,0.4361233480176211,6,green,B4_,0.009883315917798697,protein-coding
SPBC106.03,0.41850220264317184,6,green,B5_,0.010299455535390219,protein-coding
SPBC530.15c,0.48017621145374445,6,green,B6_,0.00897658968680799,protein-coding
SPAC23A1.19c,0.008810572687224655,6,green,B7_,0.4892241379310363,protein-coding
SPAC144.11,0.3964757709251101,6,green,B8_,0.021743295019157064,protein-coding
SPAC18B11.04,0.4361233480176211,6,green,B9_,0.01976663183559733,protein-coding
SPBC1683.02,0.4383259911894273,6,green,B10_,0.029500953041067403,protein-coding
SPAC343.06c,0.4757709251101322,6,green,B11_,0.03623882503192849,protein-coding
empty,0.013215859030836996,6,green,B12_,0.9784482758620694,protein-coding
SPAC19G12.11,0.5242290748898678,6,green,C1_,0.008222254419009,protein-coding
SPBC3D6.08c,0.0,6,green,C2_,inf,protein-coding
SPAC56F8.16,0.46696035242290745,6,green,C3_,0.0,protein-coding
SPAC1D4.09c,0.27312775330396477,6,green,C4_,0.0,protein-coding
SPBC14F5.11c,0.4096916299559471,6,green,C5_,0.010520949202817967,protein-coding
SPBC13E7.03c,0.46696035242290745,6,green,C6_,0.0,protein-coding
SPBC1734.05c,0.43171806167400884,6,green,C7_,0.019968332160450363,protein-coding
SPAC6G10.10c,0.43171806167400884,6,green,C8_,0.009984166080225213,protein-coding
SPAC10F6.12c,0.42731277533039647,6,green,C9_,0.020174191254887997,protein-coding
SPBC16G5.02c,0.4096916299559471,6,green,C10_,0.02104189840563587,protein-coding
SPBP35G2.03c,0.4581497797356828,6,green,C11_,0.028224469496021216,protein-coding
SPBPB2B2.14c,0.5682819383259912,6,green,C12_,0.02275461106655974,protein-coding
SPAC521.05,0.4581497797356828,6,green,D1_,0.028224469496021216,protein-coding
SPAC17C9.08,0.4977973568281938,6,green,D2_,0.0,protein-coding
SPBC887.01,0.44052863436123346,6,green,D3_,0.0,protein-coding
SPBC83.10,0.4008810572687225,6,green,D4_,0.010752178855627154,protein-coding
SPBP35G2.07,0.3480176211453745,6,green,D5_,0.0,protein-coding
SPCC364.02c,0.008810572687224655,6,green,D6_,0.4892241379310363,protein-coding
SPCC338.18,0.4757709251101322,6,green,D7_,0.009059706257982138,protein-coding
SPAC3A11.11c,0.4581497797356828,6,green,D8_,0.00940815649867376,protein-coding
SPAC19A8.14,0.4625550660792952,6,green,D9_,0.009318555008210199,protein-coding
SPBC14C8.11c,0.4229074889867841,6,green,D10_,0.030576508620689655,protein-coding
SPAC6G9.12,0.4229074889867841,6,green,D11_,0.030576508620689655,protein-coding
SPAC3H1.04c,0.4008810572687225,6,green,D12_,0.38707843880257675,protein-coding
SPAC57A10.07,0.5550660792951542,6,green,E1_,0.0,protein-coding
SPAC3F10.04,0.008810572687224655,6,green,E2_,0.9784482758620694,protein-coding
SPBC1921.01c,0.45374449339207046,6,green,E3_,0.018998995647807142,protein-coding
SPAC1002.01,0.44493392070484583,6,green,E4_,0.009687606691703671,protein-coding
SPBC887.06c,0.4493392070484582,6,green,E5_,0.009592630155510498,protein-coding
SPBC530.07c,0.5110132158590308,6,green,E6_,0.00843489892984544,protein-coding
SPBC6B1.04,0.017621145374449337,6,green,E7_,0.4892241379310339,protein-coding
SPAPJ691.02,0.4977973568281938,6,green,E8_,0.017317668599328633,protein-coding
SPAC23H3.09c,0.017621145374449337,6,green,E9_,0.4892241379310339,protein-coding
SPAC1687.08,0.4889867841409692,6,green,E10_,0.02644454799627213,protein-coding
SPBC800.07c,0.017621145374449337,6,green,E11_,0.9784482758620694,protein-coding
SPCC191.10,0.5594713656387665,6,green,E12_,0.023112951398316584,protein-coding
SPAC1F3.03,0.5066079295154186,6,green,F1_,0.025524737631184402,protein-coding
SPAC19G12.12,0.49339207048458145,6,green,F2_,0.008736145320197062,protein-coding
SPBC29B5.01,0.02202643171806168,6,green,F3_,0.19568965517241416,protein-coding
SPAC6G9.16c,0.4713656387665198,6,green,F4_,0.009144376409925896,protein-coding
SPAC3A11.14c,0.4229074889867841,6,green,F5_,0.020384339080459748,protein-coding
SPCC1739.13,0.4977973568281938,6,green,F6_,0.017317668599328633,protein-coding
SPBC83.12,0.017621145374449337,6,green,F7_,0.7338362068965517,protein-coding
SPAC2E1P5.02c,0.4845814977973568,6,green,F8_,0.026684952978056422,protein-coding
SPAC1F5.05c,0.36343612334801767,6,green,F9_,0.03557993730407522,protein-coding
SPBC14C8.09c,0.48017621145374445,6,green,F10_,0.026929769060423915,protein-coding
SPAC24H6.07,0.2555066079295154,6,green,F11_,0.06747919143876341,protein-coding
SPCC1753.05,0.5374449339207048,6,green,F12_,0.04812040700960995,protein-coding
SPBC56F2.02,0.5506607929515418,6,green,G1_,0.05479310344827588,protein-coding
SPBC337.13c,0.41850220264317184,6,green,G2_,0.020598911070780372,protein-coding
SPCC364.04c,0.5022026431718062,6,green,G3_,0.01716575922565031,protein-coding
SPBC1A4.05,0.46696035242290745,6,green,G4_,0.03692257644762526,protein-coding
SPBC21C3.16c,0.3700440528634361,6,green,G5_,0.023296387520525423,protein-coding
SPAC1B3.07c,0.41850220264317184,6,green,G6_,0.030898366606170593,protein-coding
SPAC3H1.03,0.5022026431718062,6,green,G7_,0.025748638838475495,protein-coding
SPBC6B1.10,0.48017621145374445,6,green,G8_,0.04488294843403984,protein-coding
SPAC23H3.14,0.48017621145374445,6,green,G9_,0.03590635874723191,protein-coding
SPBC2D10.03c,0.4581497797356828,6,green,G10_,0.037632625994694975,protein-coding
SPBC14C8.15,0.44493392070484583,6,green,G11_,0.06781324684192558,protein-coding
SPBC776.05,0.5594713656387665,6,green,G12_,0.030817268531088796,protein-coding
SPAC6F12.04,0.5726872246696035,6,green,H1_,0.045159151193633944,protein-coding
SPAC27D7.05c,0.5594713656387665,6,green,H2_,0.030817268531088796,protein-coding
SPBC17D11.01,0.5638766519823789,6,green,H3_,0.038220635775862044,protein-coding
SPAC3F10.17,0.035242290748898675,6,green,H4_,0.4892241379310347,protein-coding
SPBC30D10.03c,0.5682819383259912,6,green,H5_,0.03033948142207967,protein-coding
SPBC354.01,0.5859030837004405,6,green,H6_,0.02942701581540058,protein-coding
SPBC2D10.12,0.07929515418502203,6,green,H7_,0.2717911877394634,protein-coding
SPBC776.03,0.5859030837004405,6,green,H8_,0.16184858698470314,protein-coding
SPCC1322.16,0.5462555066079295,6,green,H9_,0.07890711902113459,protein-coding
SPAC22F8.09,0.5506607929515418,6,green,H10_,0.05479310344827588,protein-coding
SPBC1711.03,0.5286343612334802,6,green,H11_,0.05707614942528737,protein-coding
SPAC22E12.04,0.5770925110132159,6,green,H12_,0.059752566464859144,protein-coding
SPAC26A3.11,0.5764192139737991,7,red,A1_,0.030040666404302762,protein-coding
SPAC1952.03,0.5414847161572053,7,red,A2_,0.023984080435693344,protein-coding
SPCC830.10,0.5502183406113537,7,red,A3_,0.023603380746237898,protein-coding
SPAC869.11,0.5545851528384279,7,red,A4_,0.02341752735453524,protein-coding
SPAC8C9.05,0.5414847161572053,7,red,A5_,0.023984080435693344,protein-coding
SPBC1539.04,0.5720524017467249,7,red,A6_,0.015134992234228897,protein-coding
SPAC22F3.11c,0.004366812227074218,7,red,A7_,2.974025974025987,protein-coding
SPAC2G11.15c,0.5458515283842794,7,red,A8_,0.015861471861471885,protein-coding
SPAC1F5.09c,0.5283842794759825,7,red,A9_,0.016385818038710625,protein-coding
SPBC1A4.09,0.5458515283842794,7,red,A10_,0.015861471861471885,protein-coding
SPAC2G11.10c,0.5676855895196506,7,red,A11_,0.007625707625707661,protein-coding
SPCC4G3.04c,0.19650655021834063,7,red,A12_,0.02202982202982213,protein-coding
SPBC1289.06c,0.5327510917030568,7,red,B1_,0.04875452416436024,protein-coding
SPBC337.08c,0.48034934497816595,7,red,B2_,0.027036599763872498,protein-coding
SPAC25A8.01c,0.4497816593886462,7,red,B3_,0.02887403858277646,protein-coding
SPBC3B8.02,0.2707423580786026,7,red,B4_,0.06395754782851557,protein-coding
SPBC26H8.12,0.004366812227074218,7,red,B5_,2.974025974025987,protein-coding
SPAC1486.08,0.27510917030567683,7,red,B6_,0.03147117432831723,protein-coding
SPAC12B10.03,0.5458515283842794,7,red,B7_,0.007930735930735969,protein-coding
SPAC4G9.19,0.5283842794759825,7,red,B8_,0.008192909019355338,protein-coding
SPAC644.15,0.39301310043668125,7,red,B9_,0.0660894660894661,protein-coding
SPCC417.02,0.4759825327510917,7,red,B10_,0.009094880654513724,protein-coding
