"","gene","wt1","wt2","fkh2d_1","fkh2d_2","fkh2-S2A_1","fkh2-S2A_2","wt_mean","fkh2d_mean","fkh2s2a_mean","wt_fkh2d","wt_fkh2s2a","fkh2d_fkh2s2a"
"1769331_at","YHL007C",-0.658916844590434,2.41984848356077,0.579105589375268,0.307264804692363,3.00367705408974,0.810199781627355,0.880465819485169,0.443185197033815,1.90693841785855,-0.437280622451354,1.02647259837338,1.46375322082473
"1769333_at","YPL223C",3.59406960527695,3.5494724872765,4.04356655599029,3.04168840236049,3.84585479616026,2.14233783174203,3.57177104627672,3.54262747917539,2.99409631395115,-0.0291435671013298,-0.577674732325574,-0.548531165224245
"1769334_at","SPBC11C11.06c",10.7591390949837,10.4711028707657,10.7806566844455,10.6074841353797,10.165623675353,10.6674296270975,10.6151209828747,10.6940704099126,10.4165266512252,0.0789494270378501,-0.198594331649478,-0.277543758687328
"1769335_at","YKL138C",1.13816609009099,3.29070476549261,1.02644273883396,1.03630106280265,2.28627025766757,3.36073139597998,2.2144354277918,1.0313719008183,2.82350082682378,-1.1830635269735,0.609065399031976,1.79212892600547
"1769336_at","YNL126W",2.12443388275621,2.34851449236927,1.35298296137382,1.25407184603635,2.70610974440123,3.23467283307456,2.23647418756274,1.30352740370509,2.97039128873789,-0.932946783857653,0.733917101175155,1.66686388503281
"1769337_at","SPBC83.16c",10.7053593422934,10.9038836062672,10.2547965745011,10.4806955846321,10.7717451420473,10.7713777831777,10.8046214742803,10.3677460795666,10.7715614626125,-0.436875394713732,-0.0330600116677928,0.40381538304594
"1769338_at","YKL055C",2.29542155500927,4.12536919474975,3.12618151262331,3.16764808381864,3.137481195711,3.23377921487567,3.21039537487951,3.14691479822097,3.18563020529334,-0.0634805766585336,-0.0247651695861717,0.0387154070723619
"1769339_at","YML035C",0.604369155180657,1.7621475786904,-0.351525978075592,0.245210301525164,1.52217864948139,2.70867674993372,1.18325836693553,-0.0531578382752142,2.11542769970756,-1.23641620521074,0.93216933277203,2.16858553798277
"1769340_at","SPAC24C9.16c",11.4372334133047,11.7530665081949,11.0893537464504,11.1046036517227,11.3078864562419,10.8999843940431,11.5951499607498,11.0969786990866,11.1039354251425,-0.498171261663195,-0.491214535607233,0.00695672605596265
"1769341_at","YER087C-B",2.68633823454582,1.40342080974139,0.49334195139512,1.18604507451712,2.84107368424377,3.19488220205982,2.04487952214361,0.83969351295612,3.01797794315179,-1.20518600918749,0.973098421008187,2.17828443019567
"1769342_at","YIL160C",3.60217669034697,3.92893247206779,3.51784333904698,3.17389030891666,3.719390451878,3.198012816981,3.76555458120738,3.34586682398182,3.4587016344295,-0.419687757225562,-0.306852946777876,0.112834810447686
"1769343_at","SPAPB8E5.05",2.72696250277795,4.37193266231643,3.55022662131332,3.89932978440321,1.87702222280845,2.03346936630396,3.54944758254719,3.72477820285826,1.9552457945562,0.175330620311076,-1.59420178799098,-1.76953240830206
"1769344_at","YLR050C",4.00908752154203,3.96334303967818,2.31617126827439,3.27422532178624,-0.942396426938859,3.24356014572669,3.98621528061011,2.79519829503031,1.15058185939391,-1.1910169855798,-2.83563342121619,-1.6446164356364
"1769345_at","YOR037W",2.15142619142994,-0.637128695817845,-0.458597247868998,-1.70754396903676,0.0177807449718097,-0.402529838847407,0.757148747806049,-1.08307060845288,-0.192374546937799,-1.84021935625893,-0.949523294743848,0.890696061515079
"1769346_at","YOL008W",-0.815714288938054,-0.442690341566313,-0.324496245766736,0.0426213419053197,2.03906726046289,1.86055927266642,-0.629202315252184,-0.140937451930708,1.94981326656465,0.488264863321476,2.57901558181684,2.09075071849536
"1769347_at","SPCC1235.01",7.96674124442565,7.269109845517,9.23113357150911,9.39332351582268,8.76427651328332,8.35815910793522,7.61792554497132,9.3122285436659,8.56121781060927,1.69430299869457,0.943292265637949,-0.751010733056622
"1769348_at","SPAC1296.05c",10.6139214678567,10.6652200167008,10.754946850022,10.9008121967856,10.601229306192,10.74500908494,10.6395707422788,10.8278795234038,10.673119195566,0.188308781125006,0.033548453287251,-0.154760327837755
"1769349_s_at","YOR072W-B",0.437521436167738,0.414431711366867,0.674683258169833,0.837026931843643,0.541015688410309,0.681219547230188,0.425976573767303,0.755855095006738,0.611117617820248,0.329878521239435,0.185141044052946,-0.144737477186489
"1769350_at","YPL253C",2.18998960305447,-1.51230432212004,0.518988557352964,0.514925505445638,-1.56950968978931,2.71225879718181,0.338842640467216,0.516957031399301,0.571374553696251,0.178114390932085,0.232531913229035,0.0544175222969496
"1769351_at","SPAC4F10.20",12.555657164995,12.6017715198896,12.4863584034794,12.4771616373643,12.3439171977518,12.0417227089938,12.5787143424423,12.4817600204218,12.1928199533728,-0.0969543220204301,-0.385894389069481,-0.288940067049051
"1769352_at","YDL048C",2.66541059054135,2.46727550309581,1.82472636179221,1.9553254095952,-0.552241520741373,0.00931219427492099,2.56634304681858,1.89002588569371,-0.271464663233226,-0.676317161124871,-2.8378077100518,-2.16149054892693
"1769353_at","SPBC2D10.12",10.5627962603718,10.0130797750655,10.3824591555834,10.4870043793852,10.7737149766634,10.8233127429756,10.2879380177187,10.4347317674843,10.7985138598195,0.146793749765623,0.510575842100822,0.3637820923352
"1769354_at","SPCC1183.09c",10.8679860726596,10.9841432296224,10.949214175623,10.9807931921369,10.2349080382859,10.1251042066925,10.926064651141,10.9650036838799,10.1800061224892,0.0389390327389609,-0.746058528651771,-0.784997561390732
"1769355_at","SPBC56F2.02",12.8831028891594,12.7969837181309,13.0203019308323,12.9513289706082,12.5174874215746,12.83494865604,12.8400433036452,12.9858154507202,12.6762180388073,0.145772147075039,-0.163825264837822,-0.309597411912861
"1769356_at","YDR056C",-0.281376912877218,2.57589975247585,-1.55689440705468,1.09242294481025,0.346489408838848,2.4252212454841,1.14726141979931,-0.232235731122217,1.38585532716147,-1.37949715092153,0.238593907362161,1.61809105828369
"1769357_at","SPBC21B10.08c",12.3221763657606,12.456692734238,12.4521164872583,12.2444025510759,12.1178402928214,12.3341640914248,12.3894345499993,12.3482595191671,12.2260021921231,-0.0411750308322283,-0.163432357876212,-0.122257327043984
"1769358_at","YNL083W",3.2252414156629,3.4934864182002,2.68851567909864,3.51104134708411,3.19852837328724,3.41795637205668,3.35936391693155,3.09977851309137,3.30824237267196,-0.259585403840178,-0.0511215442595923,0.208463859580586
"1769359_at","YCR081W",0.465966534950557,-1.26837496222308,-1.26372679941587,0.184366818250985,2.47573522352556,2.39427069866825,-0.40120421363626,-0.539679990582441,2.4350029610969,-0.138475776946181,2.83620717473316,2.97468295167935
"1769360_at","SPBP22H7.03",10.2997466206732,10.3411658901012,10.6418145360567,10.6427076722805,9.72172657147142,9.95257883447428,10.3204562553872,10.6422611041686,9.83715270297285,0.321804848781387,-0.483303552414359,-0.805108401195746
"1769361_at","YDL159W",-1.78521200630081,1.15494736186362,0.0233269800704233,2.05222471843313,2.43295414089105,2.52273805889869,-0.315132322218593,1.03777584925177,2.47784609989487,1.35290817147037,2.79297842211346,1.44007025064309
"1769362_at","YCR024C-B",1.26996628237487,3.79421978302244,-1.35230668970257,2.7299308005556,2.167586950808,2.37852604792844,2.53209303269865,0.688812055426516,2.27305649936822,-1.84328097727214,-0.259036533330435,1.5842444439417
"1769363_at","SPAC1B3.14",12.6868324010832,12.7847402338595,12.9265556981766,12.773066766538,12.7002483629962,12.6541169647957,12.7357863174713,12.8498112323573,12.6771826638959,0.114024914885956,-0.0586036535753962,-0.172628568461352
"1769364_at","SPAC10F6.12c",11.1452746629808,11.2467222504629,11.120990082842,11.1142278299921,11.0380984724727,11.0912254923514,11.1959984567218,11.117608956417,11.064661982412,-0.0783895003047874,-0.131336474309769,-0.0529469740049819
"1769365_at","YPL154C",1.28216793300807,2.52352731663702,1.78813824379311,2.37142546256564,1.22932215937324,1.51407976453698,1.90284762482254,2.07978185317938,1.37170096195511,0.176934228356834,-0.531146662867432,-0.708080891224266
"1769366_at","YDR020C",-1.56850910700153,2.55439680722542,0.0987126149225838,-2.05941016544208,0.389143123098007,-0.056227022706059,0.492943850111945,-0.980348775259747,0.166458050195974,-1.47329262537169,-0.326485799915971,1.14680682545572
"1769367_at","SPAC13G7.06",11.0690086297962,10.7495227994833,11.2001330091382,11.1200890842361,11.1502988215123,11.2950551787958,10.9092657146397,11.1601110466871,11.2226770001541,0.250845332047408,0.313411285514334,0.0625659534669261
"1769368_at","YOR290C",-0.179359764793976,2.06029317225831,2.59063171369069,3.60261501565763,-0.451741896774107,-0.0773093275019638,0.940466703732168,3.09662336467416,-0.264525612138035,2.15615666094199,-1.2049923158702,-3.36114897681219
"1769369_at","SPCC10H11.01",7.71828272101721,7.29975062200053,8.26513521860658,8.54171772414771,8.27487760865178,8.32540324318778,7.50901667150887,8.40342647137715,8.30014042591978,0.894409799868277,0.791123754410912,-0.103286045457365
"1769370_at","SPAC17A5.12",7.26223840723074,6.80794229938434,7.36804354356253,7.55332464372552,7.36853818077485,8.09270898428766,7.03509035330754,7.46068409364403,7.73062358253126,0.42559374033649,0.695533229223718,0.269939488887228
"1769371_at","YGR267C",-0.120507399869987,-0.109837773583579,0.036239858897134,0.223480403115446,-0.472626648905394,0.145710331755082,-0.115172586726783,0.12986013100629,-0.163458158575156,0.245032717733073,-0.048285571848373,-0.293318289581446
"1769372_at","SPAC1039.08",6.53976377856044,6.16883161896385,4.43928525727859,3.23099942740412,6.65281414562534,6.68879003776644,6.35429769876215,3.83514234234136,6.67080209169589,-2.51915535642079,0.316504392933743,2.83565974935453
"1769373_at","YNL216W",1.51308708790053,3.31118630200673,2.18572346751273,-0.587842251560989,-1.14159496597552,1.34754950708053,2.41213669495363,0.79894060797587,0.102977270552507,-1.61319608697776,-2.30915942440112,-0.695963337423363
"1769374_at","YFL034C-B",3.13877578757786,2.81333569524688,2.62196887163529,3.40320683976342,2.63826955258736,2.92973060920472,2.97605574141237,3.01258785569936,2.78400008089604,0.0365321142869908,-0.192055660516331,-0.228587774803322
"1769375_at","YEL031W",1.28672578485034,-0.62402544250665,-1.01619846205629,2.10236744482357,1.03060411924853,2.35203265124035,0.331350171171844,0.543084491383643,1.69131838524444,0.211734320211799,1.3599682140726,1.1482338938608
"1769376_at","SPAC23G3.11",11.6115714004017,11.3370950145903,12.0701034906112,12.1587393695465,11.9020789473487,11.6678326705542,11.474333207496,12.1144214300788,11.7849558089514,0.640088222582797,0.3106226014554,-0.329465621127397
"1769377_at","YBR238C",-0.857379363375552,3.02403754741166,2.49364664271013,-1.6223383112765,0.0949535507931856,1.68085086753202,1.08332909201806,0.435654165716817,0.887902209162605,-0.647674926301238,-0.195426882855451,0.452248043445788
"1769378_at","YFL045C",3.67056787612455,4.01298035044733,2.5179807357498,3.97254814554224,3.02495855563626,3.36010402105367,3.84177411328594,3.24526444064602,3.19253128834496,-0.596509672639924,-0.64924282494098,-0.0527331523010557
"1769379_at","YGL222C",3.2358273561878,0.529267250242841,2.22163191743496,-1.29318709620105,2.72448200699643,2.47026991615824,1.88254730321532,0.464222410616954,2.59737596157733,-1.41832489259837,0.714828658362009,2.13315355096038
"1769380_at","SPBC20F10.07",8.71134415102167,8.36748207847783,9.09833254142813,9.19567286975476,9.30059579941117,8.94149350998769,8.53941311474975,9.14700270559144,9.12104465469943,0.607589590841695,0.581631539949679,-0.0259580508920152
"1769381_at","SPBC21H7.05",8.56666708384853,8.30250555934294,8.87886874344357,8.95158073886486,8.64159576387054,8.88698434788628,8.43458632159573,8.91522474115422,8.76429005587841,0.480638419558481,0.329703734282676,-0.150934685275805
"1769382_at","SPBC16A3.11",9.19172837695371,8.80634847889454,9.48041446126415,9.7036420662644,9.53509977934022,9.94177845494851,8.99903842792413,9.59202826376428,9.73843911714437,0.59298983584015,0.73940068922024,0.14641085338009
"1769383_at","YIR021W",3.64005627605859,3.27431979890802,1.70779804473901,1.806779126998,2.79466603924315,2.60998203107673,3.45718803748331,1.7572885858685,2.70232403515994,-1.6998994516148,-0.754864002323368,0.945035449291436
"1769384_at","YHR014W",3.49971996534613,1.30848046775729,0.228204184230793,1.08739505083574,2.68329203054677,2.12578029516014,2.40410021655171,0.657799617533267,2.40453616285345,-1.74630059901844,0.000435946301744483,1.74673654532019
"1769385_at","YEL006W",3.65707482371595,3.7506996167915,2.41600599881796,3.8241791202706,2.76155022126136,3.7533010537788,3.70388722025372,3.12009255954428,3.25742563752008,-0.583794660709441,-0.446461582733636,0.137333077975805
"1769386_at","SPAC343.06c",9.42765024137423,9.54006522169705,8.98386344885679,8.92218335284306,9.00167178163427,9.18579180145703,9.48385773153564,8.95302340084993,9.09373179154565,-0.530834330685712,-0.390125939989984,0.140708390695728
"1769387_at","YDL029W",2.77771874649211,3.71144559984294,2.09385846825304,4.0605534378993,-0.803421252643485,2.68475921385954,3.24458217316752,3.07720595307617,0.940668980608027,-0.16737622009135,-2.30391319255949,-2.13653697246814
"1769388_at","YLR401C",-0.112470809635807,0.132463800774098,-0.0446179380461755,-1.20516640325404,-1.08909503691487,0.823244879302585,0.00999649556914557,-0.624892170650109,-0.13292507880614,-0.634888666219254,-0.142921574375286,0.491967091843968
"1769389_at","SPBC17A3.05c",9.26796499566381,9.04177217747191,9.15168067775774,9.16101838820662,9.55266675933547,9.47278086889518,9.15486858656786,9.15634953298218,9.51272381411533,0.00148094641432195,0.357855227547468,0.356374281133146
"1769390_s_at","YDR447C",0.156483878053672,-0.480952717039587,-1.0780208712541,-1.29879909097293,0.422406416367847,-1.01102587863094,-0.162234419492957,-1.18840998111352,-0.294309731131548,-1.02617556162056,-0.132075311638591,0.894100249981967
"1769391_at","SPBC106.10",9.76176054101122,9.95062187579266,9.61652801801399,9.61182981844961,9.68147268272098,9.42726885252784,9.85619120840194,9.6141789182318,9.55437076762441,-0.242012290170145,-0.301820440777533,-0.0598081506073882
"1769392_at","YOR192C-C",0.207239466915823,-0.954478457278935,1.74360917542439,2.84576477308903,2.26003626027418,-0.892462479934306,-0.373619495181556,2.29468697425671,0.68378689016994,2.66830646943827,1.0574063853515,-1.61090008408677
"1769393_at","SPAC1039.07c",8.13243243234495,7.8394753184328,5.15540483408008,4.98864439829819,7.9556310899805,8.20680381084233,7.98595387538887,5.07202461618913,8.08121745041141,-2.91392925919974,0.0952635750225399,3.00919283422228
"1769394_at","SPBC651.07",10.9729485522411,11.107391432634,9.81780771395472,9.53038662192914,10.6427223050264,10.6927653205309,11.0401699924375,9.67409716794193,10.6677438127786,-1.36607282449559,-0.372426179658918,0.993646644836673
"1769395_at","YER026C",4.04221080099858,3.71268248994934,3.62751074773668,3.95751066864652,3.30152558689508,3.35884423856263,3.87744664547396,3.7925107081916,3.33018491272886,-0.0849359372823568,-0.547261732745103,-0.462325795462747
"1769396_at","SPBC3F6.03",12.0016739029721,12.2074743761333,11.7706515933176,11.682032945266,11.9212375211911,12.0611220852522,12.1045741395527,11.7263422692918,11.9911798032217,-0.378231870260899,-0.113394336331032,0.264837533929867
"1769397_s_at","YLR287C-A",-0.547933455387844,-2.09661758695766,-0.251430500033529,-1.04266430754208,-1.53067875560302,1.53815684546221,-1.32227552117275,-0.647047403787805,0.00373904492959631,0.675228117384945,1.32601456610235,0.650786448717402
"1769398_at","SPAC806.02c",9.30518771369043,9.01144371315804,9.52272118226637,9.65646183411573,9.24953027184548,9.43321239371418,9.15831571342424,9.58959150819105,9.34137133277983,0.431275794766815,0.183055619355594,-0.248220175411221
"1769399_at","SPBC23G7.12c",10.6563202915301,10.2117749265905,10.6095258841278,10.9223413569824,10.9131874749326,11.0553286687547,10.4340476090603,10.7659336205551,10.9842580718436,0.331886011494799,0.550210462783358,0.218324451288559
"1769400_at","SPBC1685.06",4.74311947103848,4.37237405706127,8.05340335265726,8.06937172428041,4.9493302929775,4.86792778439143,4.55774676404987,8.06138753846883,4.90862903868446,3.50364077441896,0.350882274634592,-3.15275849978437
"1769401_at","SPBC23E6.04c",11.4502130345971,11.5419415275022,10.823828466252,10.8623515655252,11.3192569749892,11.3795886425431,11.4960772810496,10.8430900158886,11.3494228087662,-0.652987265161018,-0.146654472283464,0.506332792877554
"1769402_at","SPCC825.04c",5.84874027885921,5.71426047748128,6.7377350494529,6.95197200259984,6.10117321110587,5.99061811053326,5.78150037817024,6.84485352602637,6.04589566081956,1.06335314785613,0.264395282649318,-0.798957865206809
"1769403_at","YKL195W",-0.518409245823905,3.82992791851958,2.89879207354451,-0.358246740418573,-1.24100401324915,2.21125844366692,1.65575933634784,1.27027266656297,0.485127215208884,-0.385486669784866,-1.17063212113895,-0.785145451354085
"1769404_at","SPCC622.02",10.1558832863613,9.99718899409873,9.70107264163767,9.80981155864347,9.50628851165409,9.75321174196944,10.07653614023,9.75544210014057,9.62975012681177,-0.321094040089456,-0.446786013418254,-0.125691973328799
"1769405_at","SPBC215.15",11.8538253710739,11.9557386669006,11.2140181891841,10.9885314403214,11.6816835356611,11.9707707038183,11.9047820189872,11.1012748147527,11.8262271197397,-0.803507204234513,-0.0785548992475285,0.724952304986985
"1769406_at","YDR144C",1.06115736059644,0.763782225120755,1.04333630530233,-0.960345218127938,2.03295472976444,1.89144854649996,0.912469792858597,0.0414955435871963,1.9622016381322,-0.8709742492714,1.0497318452736,1.920706094545
"1769407_at","YDR439W",2.26653793814382,3.15891107578127,0.682085096457958,1.04049564048635,0.105925624911692,-0.719878249469266,2.71272450696254,0.861290368472156,-0.306976312278787,-1.85143413849039,-3.01970081924133,-1.16826668075094
"1769408_at","SPBC18E5.06",13.1922198721449,13.2656022298176,13.4608606757235,13.2541763252039,13.0534582446004,13.4505857933571,13.2289110509813,13.3575185004637,13.2520220189787,0.128607449482423,0.0231109679974679,-0.105496481484955
"1769409_at","SPBC646.07c",11.9380821359073,12.1008811425085,11.5908591503181,11.4956272198788,11.9217805293962,12.0732509916788,12.0194816392079,11.5432431850984,11.9975157605375,-0.476238454109463,-0.0219658786703754,0.454272575439088
"1769410_at","SPAC19G12.04",8.12647561795479,7.60267495634291,8.42372421882946,8.4873738829853,7.56064740394235,8.04275000419613,7.86457528714885,8.45554905090738,7.80169870406924,0.590973763758529,-0.0628765830796105,-0.65385034683814
"1769411_at","YBR149W",-0.81235243989213,0.250870517060951,2.47191057992854,1.36138513895853,0.398965567000952,2.99297122477908,-0.28074096141559,1.91664785944353,1.69596839589001,2.19738882085912,1.9767093573056,-0.220679463553519
"1769412_at","SPAC15E1.07c",-0.0929934678255771,-1.45209697733372,4.16377559621149,2.39926791603364,-0.330460973110367,2.9501128520555,-0.772545222579647,3.28152175612256,1.30982593947256,4.05406697870221,2.08237116205221,-1.97169581665
"1769413_at","SPBPJ4664.01",7.68680479531182,7.57627896066091,7.48040072438343,7.37744974093291,8.37843795828941,8.30758316930225,7.63154187798637,7.42892523265817,8.34301056379583,-0.202616645328198,0.71146868580946,0.914085331137658
"1769414_at","SPAC31F12.01",8.24283229938087,8.52737684336756,8.95158478477584,8.97402021451602,8.53637390454088,8.43459076651282,8.38510457137422,8.96280249964593,8.48548233552685,0.577697928271714,0.100377764152634,-0.47732016411908
"1769415_at","SPBC146.02",7.73871242641759,7.58868448574889,7.49634050901324,7.58291958331089,7.48440431173637,7.8420553856067,7.66369845608324,7.53963004616207,7.66322984867153,-0.124068409921175,-0.000468607411709066,0.123599802509466
"1769416_at","SPBC4F6.04",12.8546002778022,13.0125833910083,13.052694469663,13.029310222401,12.6903147778471,12.9039591094788,12.9335918344053,13.041002346032,12.7971369436629,0.107410511626753,-0.136454890742328,-0.243865402369082
"1769417_at","SPBC1709.13c",9.98378409345302,9.91568027576949,9.57366436662467,9.86585838408119,9.97200755182121,10.1157063171488,9.94973218461126,9.71976137535293,10.043856934485,-0.229970809258326,0.0941247498737496,0.324095559132076
"1769418_at","YER114C",3.18828886114319,3.31123850693934,3.38661818583738,3.41589895033905,3.52919577343209,2.13214714365,3.24976368404126,3.40125856808822,2.83067145854104,0.151494884046953,-0.419092225500223,-0.570587109547176
"1769419_at","YMR247C",-1.09112983861578,-1.26878259792419,-1.45774480561729,-0.572700581113963,0.152893399782389,0.244135389416496,-1.17995621826999,-1.01522269336562,0.198514394599443,0.164733524904364,1.37847061286943,1.21373708796507
"1769420_at","YMR076C",-0.76969094072342,-0.874730466680543,0.27465113798605,-0.611496596101449,-1.70185252576041,0.172167133728641,-0.822210703701981,-0.1684227290577,-0.764842696015886,0.653787974644282,0.0573680076860954,-0.596419966958186
"1769421_at","YGR056W",0.724046199571986,0.423677533215493,0.121454815538836,-1.15918523547643,-1.49979959443496,0.596728133571694,0.573861866393739,-0.518865209968797,-0.451535730431631,-1.09272707636254,-1.02539759682537,0.0673294795371663
"1769422_at","YAL013W",-1.77517527641335,-1.35344429597678,-1.86944212940681,-1.09405259241359,-1.22600495272535,-1.24084055919746,-1.56430978619507,-1.4817473609102,-1.23342275596141,0.0825624252848665,0.330887030233659,0.248324604948793
"1769423_at","SPBC1861.04c",7.52524712435068,7.14011717234873,8.70844421956222,9.05520332748965,9.23566918027588,8.27814981621357,7.3326821483497,8.88182377352594,8.75690949824472,1.54914162517623,1.42422734989502,-0.124914275281213
"1769424_at","SPBC2A9.08c",11.289102058438,11.2192346488394,11.8596065091679,11.858954559795,11.1336332318398,11.3029784194747,11.2541683536387,11.8592805344814,11.2183058256572,0.605112180842745,-0.0358625279814611,-0.640974708824206
"1769425_at","SPAC19E9.02",8.93457054421796,8.33168213929308,9.80695646162936,9.79641702898926,8.98470783865734,9.06147699727868,8.63312634175552,9.80168674530931,9.02309241796801,1.16856040355379,0.38996607621249,-0.778594327341299
"1769426_at","YPR002W",-1.0235974037783,1.29346158831873,-1.15599735840159,-1.26445392614087,-0.999836920929909,2.29969845171737,0.134932092270213,-1.21022564227123,0.649930765393731,-1.34515773454145,0.514998673123517,1.86015640766496
"1769427_at","SPCC1259.01c",12.8060565367171,12.9080181661197,12.8311984222867,12.7276823274784,12.7285489020309,12.9170411080986,12.8570373514184,12.7794403748825,12.8227950050647,-0.0775969765358546,-0.0342423463536434,0.0433546301822112
"1769428_at","YOR175C",-1.06776377305516,-1.89536517199456,1.17143327839106,-2.06036180013815,-0.898130026393199,-1.31326587156076,-1.48156447252486,-0.444464260873549,-1.10569794897698,1.03710021165131,0.375866523547882,-0.661233688103429
