"","gene","p_val","WT1","WT2","WT3","rpl3201_1","rpl3201_2","rpl3201_3","rpl3202_1","rpl3202_2","rpl3202_3","wt_mean","rpl3201_mean","rpl3202_mean","rpl_mean","wt_rpl3201","wt_rpl3202","rpl3201_rpl3202","wt_rpl"
"1769347_at","SPCC1235.01",0.942172112720884,10.0952709475723,10.0174894899842,10.3174361479908,9.41280572997839,9.78260649758081,11.8049529743853,9.68412900386086,9.81423020643673,10.1958179913522,10.1433988618491,10.3334550673148,9.89805906721661,10.1157570672657,0.190056205465721,-0.245339794632512,-0.435396000098233,-0.0276417945833956
"1769348_at","SPAC1296.05c",0.728274740614187,10.4901406747857,10.1168146486567,10.3244154050074,10.0945808254184,10.0817398212192,10.855270842136,10.194518651555,10.0499120056316,10.2281681206301,10.3104569094833,10.3438638295912,10.1575329259389,10.250698377765,0.0334069201078986,-0.152923983544348,-0.186330903652246,-0.0597585317182237
"1769349_s_at","YOR072W-B",0.601046451298803,2.85624994628044,2.13978367933831,4.28781972266517,1.05863795662117,0.844697079480065,4.25338119418911,0.864576086763124,0.806604761977337,6.77674621720162,3.09461778276131,2.05223874343012,2.81597568864736,2.43410721603874,-1.04237903933119,-0.278642094113948,0.763736945217244,-0.66051056672257
"1769350_at","YPL253C",0.950829432457921,4.23950937475928,0.605894432610235,-0.807371735582873,2.93102214388272,-0.244630389270156,1.3459082530257,-0.548675249050791,1.47066700123541,3.78917238344194,1.34601069059555,1.34410000254609,1.57038804520885,1.45724402387747,-0.00191068804946304,0.224377354613304,0.226288042662767,0.11123333328192
"1769351_at","SPAC4F10.20",0.814383788903818,12.6191169781156,13.0075087669212,12.6900537501489,12.6733923265926,13.0661303298568,12.9208554759843,12.6571770097719,13.102874600624,12.4495176133871,12.7722264983953,12.8867927108112,12.7365230745943,12.8116578927028,0.114566212415978,-0.035703423800939,-0.150269636216917,0.0394313943075186
"1769352_at","YDL048C",0.33725248622574,1.26447365859879,2.26613609735686,-0.827030222419641,3.41062463568699,0.391106194017633,0.0639839091554066,2.17875740651027,3.36899744112451,3.21794020331076,0.901193177845337,1.28857157962001,2.92189835031518,2.1052349649676,0.387378401774674,2.02070517246985,1.63332677069517,1.20404178712226
"1769353_at","SPBC2D10.12",0.892491956050405,11.2690159423619,11.2434212691102,11.4523496967068,11.6631386369415,11.673526649029,10.7327929585821,11.2109647384335,11.4027673108607,11.1106942372548,11.3215956360596,11.3564860815175,11.2414754288497,11.2989807551836,0.03489044545789,-0.0801202072099674,-0.115010652667857,-0.0226148808760378
"1769354_at","SPCC1183.09c",0.464880827215783,10.4375560449953,10.3331078009039,10.861192851376,10.2092210327677,10.1210568250064,11.5280831982771,10.1650121116118,10.0724109456076,9.78614630099632,10.5439522324251,10.6194536853504,10.0078564527386,10.3136550690445,0.0755014529253426,-0.536095779686518,-0.61159723261186,-0.230297163380587
"1769355_at","SPBC56F2.02",0.727117989982907,12.992987038668,13.36261242034,12.8994652503851,13.2712778328783,13.9003884831078,12.2993695361467,12.9976991364059,13.9762599505346,12.7283742225236,13.0850215697977,13.1570119507109,13.2341111031547,13.1955615269328,0.0719903809132081,0.149089533357012,0.0770991524438038,0.11053995713511
"1769356_at","YDR056C",0.488991981592752,0.843731323165145,1.78917086632423,-1.47100616859593,2.0420554981664,2.376837025846,1.2410769816789,0.462100799058194,3.44544697878045,-1.73748733612446,0.387298673631148,1.8866565018971,0.723353480571396,1.30500499123425,1.49935782826595,0.336054806940248,-1.16330302132571,0.917706317603101
"1769357_at","SPBC21B10.08c",0.11412409486346,12.4211607339644,12.7158121514329,12.1290679630072,11.8690193416894,11.8020147979691,12.381069904551,12.1206551923898,12.0510649217812,11.8224281151936,12.4220136161348,12.0173680147365,11.9980494097882,12.0077087122623,-0.404645601398341,-0.423964206346671,-0.0193186049483298,-0.414304903872505
"1769358_at","YNL083W",0.334047277817795,2.90094740749103,4.37424374155897,4.17305250472482,2.37824468596156,1.06490921448119,3.81876400218355,2.92761610117616,3.66947254684855,4.68327461483522,3.81608121792494,2.42063930087544,3.76012108761997,3.0903801942477,-1.3954419170495,-0.0559601303049675,1.33948178674454,-0.725701023677236
"1769359_at","YCR081W",0.37283891058873,-0.469896686934011,0.861870556114511,-1.01740488010414,0.141784013118355,-0.628051178587986,0.0622322760698912,0.175609138974137,0.821960413128229,2.31645352951211,-0.208477003641214,-0.141344963133247,1.10467436053816,0.481664698702455,0.0671320405079677,1.31315136417937,1.2460193236714,0.69014170234367
"1769360_at","SPBP22H7.03",0.392220219521509,8.76771744175104,8.57190646723956,9.23228746793129,9.58757281352699,9.06530402279924,8.44934634432146,9.25452762679862,8.7658641036695,9.50421936911884,8.8573037923073,9.03407439354923,9.17487036652899,9.10447238003911,0.176770601241937,0.317566574221694,0.140795972979756,0.247168587731815
"1769361_at","YDL159W",0.94949144448224,-1.01341439354062,3.19865707837462,0.347359017640019,0.931208412160667,3.44173216776079,-0.985557412247059,1.06870693941371,0.469006921800716,-0.43292052880059,0.844200567491339,1.12912772255813,0.368264444137946,0.748696083348039,0.284927155066793,-0.475936123353394,-0.760863278420187,-0.0955044841433005
"1769362_at","YCR024C-B",0.574715538652443,2.42612125756596,1.22393156918362,3.91115550670712,2.15001294450984,3.89254941233882,1.3717498932655,-0.475725405821086,2.72933913828369,1.89928316611654,2.5204027778189,2.47143741670472,1.38429896619305,1.92786819144889,-0.048965361114178,-1.13610381162585,-1.08713845051167,-0.592534586370016
"1769363_at","SPAC1B3.14",0.0808940016787406,12.3323881909401,12.222274294127,12.0710800963252,12.5250554713752,12.5301541740578,12.1322457251941,12.4339897553722,12.6251558293067,12.3428130270507,12.2085808604641,12.3958184568757,12.4673195372432,12.4315689970595,0.187237596411656,0.258738676779117,0.0715010803674616,0.222988136595387
"1769364_at","SPAC10F6.12c",0.560559005641283,9.91829688752621,9.50846629218467,8.65941366921755,10.0142209817026,9.48810791610645,8.57479469746541,10.1017391241476,9.84250152774634,9.82545207744455,9.36205894964281,9.35904119842483,9.92323090977948,9.64113605410216,-0.00301775121797832,0.561171960136676,0.564189711354654,0.279077104459349
"1769365_at","YPL154C",0.217836128286289,2.60255601411823,3.56047598327003,2.14119911369679,3.53369202459262,4.43717499779724,3.27773666904462,3.25250553839015,4.23019657421406,2.37091777805891,2.76807703702835,3.74953456381149,3.28453996355437,3.51703726368293,0.981457526783143,0.516462926526025,-0.464994600257118,0.748960226654583
"1769366_at","YDR020C",0.377438883876743,3.02586099873977,0.845058590045793,2.50698305507504,3.26039735400774,3.37792180642395,-1.1334239277657,-1.15619332272085,1.20437788211801,1.25565981120982,2.12596754795353,1.83496507755533,0.434614790202327,1.13478993387883,-0.291002470398204,-1.69135275775121,-1.400350287353,-0.991177614074706
"1769367_at","SPAC13G7.06",0.308798753752314,10.5371499801932,10.1418274752553,10.5634792608419,11.1998047291757,10.7401585826047,9.4823293688998,11.0611815706862,10.8186579312189,11.1294375461369,10.4141522387635,10.4740975602267,11.0030923493473,10.738594954787,0.0599453214632266,0.588940110583826,0.528994789120599,0.324442716023526
"1769368_at","YOR290C",0.799540645482508,-0.562011334298312,1.4324836166208,-0.156544361401175,1.08101110450707,1.00763194166608,0.272146623958411,-0.135016820307278,-0.146215359968675,0.441544300900391,0.237975973640437,0.786929890043851,0.0534373735414794,0.420183631792665,0.548953916403414,-0.184538600098958,-0.733492516502372,0.182207658152228
"1769369_at","SPCC10H11.01",0.152380713979754,9.41388756300262,8.78577196144014,9.28377352238716,8.70635578483997,8.65537867119166,8.78672953240496,8.80997429617619,8.6179027381048,8.8435722071167,9.16114434894331,8.71615466281219,8.75714974713256,8.73665220497238,-0.444989686131112,-0.403994601810744,0.0409950843203681,-0.424492143970928
"1769370_at","SPAC17A5.12",0.730070267362961,8.82115978745907,8.67051941049107,8.09072223386098,8.61361682223512,8.4329963581647,8.51838747519997,8.79828597905153,8.64111659038804,8.69720231996389,8.52746714393704,8.52166688519993,8.71220162980116,8.61693425750054,-0.00580025873711065,0.184734485864116,0.190534744601226,0.0894671135635026
"1769371_at","YGR267C",0.767501343116389,-1.02017122708326,0.510915862946026,-1.76722041395304,-1.460122034939,-0.153499962906787,-1.10742626593456,-2.27065391440474,-0.186275596160538,-0.82460283878652,-0.758825259363425,-0.907016087926784,-1.0938441164506,-1.00043010218869,-0.148190828563359,-0.335018857087174,-0.186828028523816,-0.241604842825267
"1769372_at","SPAC1039.08",0.694044340299455,7.937405256041,7.27008888936306,5.32654798829882,7.33612978233032,5.92971558492062,6.18423530217005,7.74197925729727,7.69340397575462,8.46183932915372,6.84468071123429,6.48336022314033,7.96574085406854,7.22455053860443,-0.361320488093964,1.12106014283424,1.48238063092821,0.379869827370139
"1769373_at","YNL216W",0.607818600456245,1.61185137876386,3.10024294107324,-0.0336118808714716,2.36355698643495,-0.857048859569095,0.146658294590927,-1.11279737819278,3.52262302733183,1.41960553507996,1.55949414632188,0.551055473818928,1.27647706140634,0.913766267612632,-1.00843867250295,-0.283017084915541,0.725421587587409,-0.645727878709246
"1769374_at","YFL034C-B",0.783201410697867,0.376198441040155,2.89141271709685,2.93469764262594,0.711634912423224,3.51628306065841,-0.438131230228802,3.28937931343499,4.43618762175179,2.86587518063572,2.06743626692098,1.26326224761761,3.53048070527417,2.39687147644589,-0.804174019303372,1.46304443835319,2.26721845765656,0.329435209524907
"1769375_at","YEL031W",0.460412057853427,0.788169531298943,2.80368622907493,2.31171950498284,3.24141811789519,2.23157032431123,-0.927728295994635,2.43492732083645,0.686205447503988,-0.109112597486039,1.96785842178557,1.51508671540393,1.00400672361813,1.25954671951103,-0.45277170638164,-0.963851698167436,-0.511079991785796,-0.708311702274538
"1769376_at","SPAC23G3.11",0.0423678799938946,12.0154955448066,11.8104292732397,11.7807414680653,11.6437331990501,11.3401968419308,11.7891255371278,11.8825709840064,11.2092663731526,11.3657571719605,11.8688887620372,11.5910185260362,11.4858648430398,11.538441684538,-0.277870236000986,-0.383023918997365,-0.105153682996379,-0.330447077499175
"1769377_at","YBR238C",0.662919437737514,0.207371259499254,3.29326542710595,0.520641325016115,0.754841550805028,0.452129955301464,-0.0236506171134776,1.23656148902537,2.6346852640572,-0.119636009418255,1.34042600387377,0.394440296331005,1.25053691455477,0.822488605442888,-0.945985707542768,-0.0898890893190021,0.856096618223766,-0.517937398430885
"1769378_at","YFL045C",0.722117143684045,3.10341245637184,3.24114719158235,0.779103119173965,3.61009636226925,3.45988890857128,1.19435633754796,2.94206584172264,1.61534377686167,3.5404071610089,2.37455425570939,2.7547805361295,2.6992722598644,2.72702639799695,0.380226280420112,0.324718004155018,-0.0555082762650945,0.352472142287565
"1769379_at","YGL222C",0.682656079203352,2.5117299863896,1.08951732806209,2.19859922425684,0.34521463629217,3.98329253631493,-0.068953740320852,3.06309664350073,2.91551682200418,3.45816894600274,1.93328217956951,1.41985114409542,3.14559413716922,2.28272264063232,-0.513431035474093,1.21231195759971,1.7257429930738,0.349440461062807
"1769380_at","SPBC20F10.07",0.267918050174048,9.56527797506557,9.48427842452022,9.80438698884784,9.08701797085762,9.4025520788228,9.94305901057311,9.39617878985989,9.45681337992615,9.33651222067288,9.61798112947788,9.47754302008451,9.39650146348631,9.43702224178541,-0.140438109393369,-0.22147966599157,-0.0810415565982012,-0.180958887692469
"1769381_at","SPBC21H7.05",0.623686598623254,9.05783075447142,8.59449568383443,8.65055133612807,8.53121337142426,8.27949423489688,8.87444789897979,8.83355305195894,8.37277224050475,9.10087457132324,8.76762592481131,8.56171850176698,8.76906662126231,8.66539256151465,-0.205907423044328,0.00144069645100231,0.207348119495331,-0.102233363296664
"1769382_at","SPBC16A3.11",0.333142593582195,9.02083589384421,8.3153808594457,8.73392922877431,9.2742552733109,8.66296951890272,8.33723691650473,9.38384643715766,8.8817148592364,9.32606803703972,8.69004866068807,8.75815390290612,9.19720977781126,8.97768184035869,0.0681052422180457,0.507161117123189,0.439055874905144,0.287633179670618
"1769383_at","YIR021W",0.984350913871113,2.43675900771429,3.21042263340216,2.29642912903022,3.96793197812705,3.81302439742198,0.324812851145902,0.57322554040699,2.24366632455945,4.86377143776037,2.64787025671556,2.70192307556498,2.56022110090894,2.63107208823696,0.0540528188494207,-0.087649155806619,-0.14170197465604,-0.0167981684785992
"1769384_at","YHR014W",0.191044350712678,2.02600275119634,1.50377137748512,2.89345709721369,2.21601418290735,2.39101156533623,3.73957607953822,3.4410447038746,4.37219772583626,1.8070676794322,2.14107707529839,2.7822006092606,3.20677003638102,2.99448532282081,0.641123533962216,1.06569296108263,0.424569427120419,0.853408247522425
"1769385_at","YEL006W",0.810225160098084,2.91831545102685,3.52347126676994,3.88750749931856,-0.312043392260172,4.8157395636804,3.95210286587476,3.05162584494524,4.20333583320972,3.74437751477974,3.44309807237178,2.81859967909833,3.6664463976449,3.24252303837162,-0.624498393273451,0.223348325273119,0.847846718546569,-0.200575034000166
"1769386_at","SPAC343.06c",0.211545840630649,9.30392710267716,9.33944118002173,10.0438268923182,9.04048732949502,8.65818739146992,10.373697933966,9.05208301149463,8.65537958710968,8.52152613976861,9.56239839167237,9.35745755164366,8.7429962461243,9.05022689888398,-0.204940840028707,-0.819402145548061,-0.614461305519354,-0.512171492788385
"1769387_at","YDL029W",0.0604584023018396,2.3986613688523,2.13759087732303,3.36142667801846,4.40143382020377,3.78189318187597,2.40507186946973,3.08254396254176,5.02380898736356,4.75816819260004,2.63255964139793,3.52946629051649,4.28817371416845,3.90882000234247,0.896906649118561,1.65561407277052,0.758707423651962,1.27626036094454
"1769388_at","YLR401C",0.387208747705012,1.23097901511511,4.11226838382945,1.17129950064667,0.841631453537674,2.3869165629385,3.109748676169,-0.994033389951443,0.954166747301867,-0.0233293461015379,2.17151563319708,2.11276556421506,-0.0210653295837046,1.04585011731568,-0.0587500689820213,-2.19258096278078,-2.13383089379876,-1.1256655158814
"1769389_at","SPBC17A3.05c",0.376094892151331,9.34799298290028,9.22722494145722,9.91792788215,9.79582767726017,9.58931975267637,9.90589433285575,9.81874374766468,9.23114952905292,10.1528742751127,9.49771526883583,9.76368058759743,9.73425585061008,9.74896821910376,0.265965318761596,0.236540581774248,-0.0294247369873482,0.251252950267922
"1769390_s_at","YDR447C",0.245606383976752,0.692123497002546,3.15159562772187,-0.654761511496701,-1.4697065203155,-0.205760451603663,-1.19237241985848,-0.562065819758333,-0.613296355371179,-0.368918659751633,1.0629858710759,-0.955946463925882,-0.514760278293715,-0.735353371109799,-2.01893233500179,-1.57774614936962,0.441186185632167,-1.7983392421857
"1769391_at","SPBC106.10",0.0197936752421171,10.5533261984142,10.9229046742056,11.0922329350468,9.24683295137325,9.31284231094327,11.3546325110797,9.5474725046248,9.33194525815631,8.45027575120004,10.8561546025555,9.97143592446542,9.10989783799372,9.54066688122957,-0.884718678090087,-1.74625676456179,-0.861538086471702,-1.31548772132594
