SPAC4H3.03c,SPAC1142.02c,SPAC589.02c,SPAC11D3.09,SPAC630.13c,SPAC11H11.03c,SPAC637.11,SPAC1296.01c,SPAC688.10,SPAC12B10.01c,SPAC6F6.01,SPAC139.05,SPAC6F6.13c,SPAC13A11.04c,SPAC6G10.02c,SPAC13A11.06,empty,SPAC13G6.10c,SPAC6G9.10c,empty,SPAC821.03c,SPAC144.17c,SPAC926.06c,SPAC1556.02c
SPBC23G7.12c,SPBP4H10.20,SPBC24C6.04,SPAC17H9.19c,SPBC24C6.06,SPAC186.01,SPBC24C6.09c,SPAC1952.11c,SPBC29B5.02c,SPAC19E9.01c,SPBC2F12.03c,SPAC1A6.09c,SPBC2G2.01c,SPAC1D4.01,SPBC2G2.02,SPAC1F5.10,SPBC2G2.06c,SPAC227.07c,SPBC2G5.04c,SPAC22H12.01c,emty,SPAC23C11.04c,SPBC30B4.04c,empty
SPAC977.17,SPAC16E8.14c,SPAC9G1.06c,SPAC17A2.09c,SPAPB1E7.05,SPAC1805.14,SPAPB1E7.06c,SPAC1805.15c,SPAPB1E7.08c,SPAC19G12.15c,SPAPYUG7.03c,SPAC1B3.17,SPBC1105.04c,SPAC1B9.02c,SPBC1105.05,SPAC1F7.01c,SPBC1198.06c,SPAC1F7.09c,SPBC146.06c,SPAC20G4.03c,SPBC146.13c,SPAC20G8.04c,SPBC15D4.07c,SPAC20G8.10c
SPBC32H8.02c,SPAC23D3.12,SPBC337.11,SPAC23H4.08,SPBC354.05c,SPAC24H6.10c,SPBC365.07c,SPAC25B8.17,SPBC3D6.02,SPAC25H1.04,SPBC3E7.09,SPAC29A4.20,SPBC3E7.11c,SPAC2C4.15c,SPBC3E7.16c,SPAC2E12.03c,SPBC428.14,SPAC2F3.05c,SPBC4C3.06,SPAC2G11.07c,SPBC530.08,SPAC30C2.02,SPBC56F2.11,SPAC30D11.09
SPBC15D4.10c,SPAC20H4.04,SPBC1652.02,SPAC222.07c,SPBC1685.13,SPAC222.13c,SPBC1685.14c,SPAC22A12.06c,SPBC16A3.06,SPAC22H10.11c,SPBC16E9.11c,SPAC23C4.05c,SPBC1706.01,SPAC23D3.10c,SPBC1861.01c,SPAC23E2.03c,SPBC1921.05,SPAC23G3.07c,SPBC215.08c,SPAC23H3.13c,SPBC215.13,SPAC25A8.02,SPBC21C3.14c,SPAC25H1.07
SPBC582.10c,SPAC31G5.12c,SPBC646.08c,SPAC323.05c,SPBC713.07c,SPAC343.10,SPBC725.07,SPAC3A12.17c,SPBC725.14,SPAC3C7.02c,SPBC800.11,SPAC3C7.05c,SPBC839.06,SPAC3F10.05c,SPBC839.15c,SPAC3G6.03c,SPBC8E4.03,SPAC3G6.06c,SPBP35G2.08c,SPAC3H1.07,SPBP4G3.02,SPAC3H1.11,SPBP4H10.11c,SPAC3H8.02
SPBC23G7.04c,SPAC27D7.11c,SPBC23G7.13c,SPAC29B12.10c,SPBC26H8.03,SPAC30C2.04,SPBC27.08c,SPAC30D11.10,SPBC2D10.04,SPAC30D11.11,SPBC2D10.18,SPAC31G5.10,SPBC2G2.14,SPAC343.16,SPBC30D10.10c,SPAC3C7.01c,SPBC31E1.01c,SPAC3F10.13,SPBC31E1.02c,SPAC3G9.05,SPBC354.09c,SPAC3H5.04,SPBC354.10,SPAC4A8.03c
SPBP8B7.10c,SPAC458.04c,SPBPB7E8.01,SPAC57A7.08,SPCC1020.10,SPAC664.07c,SPCC11E10.05c,SPAC688.06c,SPCC11E10.09c,SPAC688.11,SPCC1223.02,SPAC6G10.12c,SPCC1235.12c,SPAC750.06c,SPCC1259.11c,SPAC8C9.04,SPCC126.04c,SPAC8E11.05c,SPCC126.09,SPAC8E11.10,SPCC1322.02,SPAC9E9.05,SPCC1442.16c,SPAC9G1.12
SPBC3E7.08c,SPAC4F10.16c,SPBC3E7.12c,SPAC4G8.13c,SPBC3H7.03c,SPAC4G9.09c,SPBC428.10,SPAC4H3.02c,SPBC4F6.06,SPAC56F8.02,SPBC530.06c,SPAC57A10.12c,SPBC691.03c,SPAC589.05c,SPBC691.05c,SPAC5H10.10,SPBC800.03,SPAC631.02,SPBC887.04c,SPAC637.13c,SPBC947.10,SPAC6G10.03c,SPBP8B7.07c,SPAC7D4.03c
SPCC1442.17c,SPAPB1A10.12c,SPCC1450.02,SPAPB1E7.11c,SPCC1620.07c,SPAPB24D3.07c,SPCC16A11.04,SPBC11B10.02c,SPCC16C4.06c,SPBC11B10.05c,SPCC1739.10,SPBC1289.14,SPCC1753.02c,SPBC1347.09,SPCC1795.09,SPBC14C8.03,SPCC18.02,SPBC14C8.05c,SPCC18.17c,SPBC14F5.03c,SPCC1827.02c,SPBC1683.03c,SPCC188.09c,SPBC16A3.03c
