,strain,ratio,before_wash,after_wash,sem,filtered_all_ratio_vals,n
30,R1_35,0.14020213504738244,0.11697193549224716,0.017295974240418673,0.03348789589594294,"[0.08029472877526174, 0.196091229445632, 0.14422044692125358]",3
31,R1_36,0.20278830387876579,0.110580000240409,0.022218982824260183,0.02248537178615667,"[0.17349254845712486, 0.24698436036242466, 0.18788800281674783]",3
32,R1_37,0.003967026488784013,0.43315954445866844,0.001744086898852689,0.00244870447851788,"[0.004733364252471035, 0.003494496116176749, 0.0012734534211178974, 0.0016768525453841002, 0.020558045575122322, 0.0, 0.0, 0.0]",8
33,R1_38,0.048783758010159946,0.2202566329087059,0.010664879601479405,0.004599520674512328,"[0.025730557250581158, 0.05195310729179714, 0.03428748536750644, 0.059481681733226495, 0.06356336022803917, 0.04803824146877086, 0.0484553772942741, 0.05876025344708423]",8
34,R1_39,0.05492925593358279,0.1544014136817867,0.008516750825390667,0.01416340755269512,"[0.020661570519025566, 0.05143521616730056, 0.02677809096358139, 0.08220458717401623, 0.03720626982533292, 0.06645616450287478, 0.01793730940586746, 0.1367548389106634]",8
35,R1_40,0.04765640982025902,0.3189533184901343,0.015098421683847762,0.005362073187640322,"[0.022218777785397388, 0.038947585369954234, 0.035294582741591474, 0.06151124816248451, 0.046475172011308755, 0.05639604759698118, 0.05155069269945132, 0.06885717219490328]",8
36,R1_41,0.0371672738726498,0.3076212179191058,0.011579087118193365,0.007622173568790349,"[0.011534042412973641, 0.04791664564153408, 0.021458340252626946, 0.05443414721868765, 0.01523934833031468, 0.05886329158717119, 0.022821839666439032, 0.06507053587145117]",8
37,R1_42,0.23296485065440736,0.2469054228973737,0.05700356886689773,0.017055280497604484,"[0.13488863350659694, 0.19659474259815168, 0.21512399056170042, 0.257043158491166, 0.2590305623479224, 0.25653632831627404, 0.26425557427380947, 0.2802458151396381]",8
38,R1_43,0.09310418839857057,0.2545496251476933,0.023600517252980076,0.00811687142652793,"[0.07384192695812922, 0.0755783401586713, 0.08407118404225447, 0.1181677362782133, 0.13176049430898942, 0.06822004067046591, 0.1056408480703323, 0.08755293670150861]",8
39,R1_44,0.056736562827846795,0.38451848005573036,0.021717497902128728,0.004821133521788539,"[0.034833814180518854, 0.049144119843680056, 0.05354342123271914, 0.051995566432083945, 0.08076856151493335, 0.05801882832125303, 0.06907935737650309, 0.05650883372108289]",8
40,R1_46,0.023189438063562256,0.3743215903350459,0.008793771715485696,0.005452707387894425,"[0.007463257897747595, 0.03225690183627465, 0.01887902516740514, 0.03577870381506925, 0.0, 0.03768759172737494, 0.012842558669650003, 0.04060746539497648]",8
41,R1_47,0.550980663185335,0.2288235910355874,0.12658574668373834,0.04305353825673164,"[0.38165051237590614, 0.5332545903683797, 0.5998064887731096, 0.464653407600668, 0.4632892730677219, 0.708627264561685, 0.5270753074835948, 0.729488461251615]",8
42,R1_48,0.05057024972325393,0.3921748288647182,0.02007198869600013,0.006577037907359184,"[0.026081456141282423, 0.06132425729977617, 0.030384584080653417, 0.061608913346736495, 0.039927917054313346, 0.07597067819892435, 0.04073398685184131, 0.06853020481250391]",8
43,R1_49,0.17210826568075718,0.18767580432225653,0.03229941213167778,0.016421940719010993,"[0.15364003021582107, 0.12725902477455261, 0.16622190180715912, 0.14882211152177402, 0.2582258279911093, 0.12289914073499277, 0.21977661984394714, 0.18002146855670148]",8
44,R1_5,0.08370984082253678,0.27738224491547964,0.023291776561374926,0.010334371910945222,"[0.0404217662905516, 0.08578115786130779, 0.05662328196116323, 0.1231390364618807, 0.0687205962307885, 0.12276869565421225, 0.08099089253347908, 0.09123329958691116]",8
45,R1_50,0.3161160500641214,0.23407159662701704,0.07415277864597533,0.02073563645760731,"[0.2597334179731585, 0.3134395050909908, 0.3200282823332386, 0.24147531788111198, 0.32814290608792207, 0.278473620333586, 0.36493222767973577, 0.42270312313322744]",8
46,R1_51,0.16885831762958245,0.12600669558908145,0.021216061937765762,0.01024532011387079,"[0.15583951525515602, 0.16259118444103662, 0.14752050866579003, 0.157777485415508, 0.16448932853908096, 0.1650318539113495, 0.22875834717915616]",7
47,R1_52,0.15330462191694463,0.15987203619819204,0.02459288501983946,0.009384594531827706,"[0.11414277520939627, 0.1629002191500035, 0.12490290544836694, 0.15743852779983433, 0.1677418999382624, 0.1539772070431659, 0.14506406712393402, 0.2002693736225937]",8
48,R1_53,0.03889345464944104,0.37723252704547766,0.014786252195145249,0.006060162331600316,"[0.01746289882886813, 0.045458069672997974, 0.027078325767895962, 0.049392972773759265, 0.02897156890150381, 0.057996105795846756, 0.02218777025485709, 0.06259992519979929]",8
49,R1_6,0.06853675505078055,0.32836603216112253,0.022773847433762567,0.009183237945598574,"[0.030158025700112043, 0.07170925783955273, 0.0433828268507365, 0.1001683847767727, 0.05882832886201134, 0.10562706378566422, 0.060980218896397924, 0.07743993369499697]",8
50,R1_8,0.26519760917569246,0.13821765627847626,0.037267338765567065,0.05377334843209453,"[0.07744064894897384, 0.40703200829813113, 0.1767878481536722, 0.17983003582670828, 0.146528945789825, 0.22657550927886638, 0.4046031732645154, 0.5027827038448476]",8
51,R1_9,0.053760037393999496,0.293321937871054,0.01596064449806233,0.007210154327776625,"[0.02852353798015698, 0.05806144562102611, 0.033674145572203405, 0.07396797128919065, 0.0778901381383609, 0.07649842107823476, 0.03910307806096323, 0.0423615614118599]",8
